studyid,site,predictunits,predictvalue,genus,species,phenophase,pheno ,phenounits,phenovalue
HMK008,NA,year,2000,Erythronium,grandiflorum,first flowering date,start,doy,141.3323
HMK008,NA,year,2001,Erythronium,grandiflorum,first flowering date,start,doy,139.786
HMK008,NA,year,2002,Erythronium,grandiflorum,first flowering date,start,doy,124.6497
HMK008,NA,year,2003,Erythronium,grandiflorum,first flowering date,start,doy,143.712
HMK008,NA,year,2004,Erythronium,grandiflorum,first flowering date,start,doy,135.2674
HMK008,NA,year,2005,Erythronium,grandiflorum,first flowering date,start,doy,145.1012
HMK008,NA,year,2006,Erythronium,grandiflorum,first flowering date,start,doy,134.6481
HMK008,NA,year,2008,Erythronium,grandiflorum,first flowering date,start,doy,155.1748
HMK008,NA,year,2009,Erythronium,grandiflorum,first flowering date,start,doy,136.2264
HMK008,NA,year,2010,Erythronium,grandiflorum,first flowering date,start,doy,138.0888
HMK008,NA,year,2011,Erythronium,grandiflorum,first flowering date,start,doy,155.3492
HMK008,NA,year,1975,Delphinium,nuttallianum,first flowering date,start,doy,170.8556
HMK008,NA,year,1977,Delphinium,nuttallianum,first flowering date,start,doy,156.4171
HMK008,NA,year,1979,Delphinium,nuttallianum,first flowering date,start,doy,163.5027
HMK008,NA,year,1980,Delphinium,nuttallianum,first flowering date,start,doy,166.0428
HMK008,NA,year,1981,Delphinium,nuttallianum,first flowering date,start,doy,151.8075
HMK008,NA,year,1982,Delphinium,nuttallianum,first flowering date,start,doy,159.2941
HMK008,NA,year,1983,Delphinium,nuttallianum,first flowering date,start,doy,170.9893
HMK008,NA,year,1984,Delphinium,nuttallianum,first flowering date,start,doy,169.385
HMK008,NA,year,1985,Delphinium,nuttallianum,first flowering date,start,doy,155.8182
HMK008,NA,year,1986,Delphinium,nuttallianum,first flowering date,start,doy,151.8075
HMK008,NA,year,1987,Delphinium,nuttallianum,first flowering date,start,doy,152.8075
HMK008,NA,year,1988,Delphinium,nuttallianum,first flowering date,start,doy,151.738
HMK008,NA,year,1989,Delphinium,nuttallianum,first flowering date,start,doy,148.4652
HMK008,NA,year,1991,Delphinium,nuttallianum,first flowering date,start,doy,160.8289
HMK008,NA,year,1993,Delphinium,nuttallianum,first flowering date,start,doy,169.5882
HMK008,NA,year,1995,Delphinium,nuttallianum,first flowering date,start,doy,177.0053
HMK008,NA,year,1996,Delphinium,nuttallianum,first flowering date,start,doy,155.8824
HMK008,NA,year,1997,Delphinium,nuttallianum,first flowering date,start,doy,153.6791
HMK008,NA,year,1998,Delphinium,nuttallianum,first flowering date,start,doy,146.3262
HMK008,NA,year,1999,Delphinium,nuttallianum,first flowering date,start,doy,160.0267
HMK008,NA,year,2000,Delphinium,nuttallianum,first flowering date,start,doy,150
HMK008,NA,year,2001,Delphinium,nuttallianum,first flowering date,start,doy,152.3422
HMK008,NA,year,2002,Delphinium,nuttallianum,first flowering date,start,doy,137.5027
HMK008,NA,year,2003,Delphinium,nuttallianum,first flowering date,start,doy,150
HMK008,NA,year,2004,Delphinium,nuttallianum,first flowering date,start,doy,136.9679
HMK008,NA,year,2005,Delphinium,nuttallianum,first flowering date,start,doy,149.8021
HMK008,NA,year,2006,Delphinium,nuttallianum,first flowering date,start,doy,141.5134
HMK008,NA,year,2007,Delphinium,nuttallianum,first flowering date,start,doy,138.5027
HMK008,NA,year,2008,Delphinium,nuttallianum,first flowering date,start,doy,163.9037
HMK008,NA,year,2009,Delphinium,nuttallianum,first flowering date,start,doy,147.3957
HMK008,NA,year,2010,Delphinium,nuttallianum,first flowering date,start,doy,150.4706
HMK009,Denison,site,NA,Hydrophyllum,macrophyllum,first flowering date,start,doy,142.116
HMK009,Three Creeks,site,NA,Hydrophyllum,macrophyllum,first flowering date,start,doy,145.432
HMK009,Denison,site,NA,Hydrophyllum,macrophyllum,first flowering date,start,doy,142.116
HMK009,Three Creeks,site,NA,Hydrophyllum,macrophyllum,first flowering date,start,doy,145.432
HMK009,Denison,site,NA,Lonicera,maackii,first flowering date,start,doy,142.328
HMK009,Three Creeks,site,NA,Lonicera,maackii,first flowering date,start,doy,127.108
HMK009,Dension,site,NA,Hydrophyllum,macrophyllum,last flowering date,end,doy,158.457
HMK009,Dension,site,NA,Lonicera,maackii,last flowering date,end,doy,163.792
HMK009,Three Creeks,site,NA,Hydrophyllum,macrophyllum,last flowering date,end,doy,159.334
HMK009,Three Creeks,site,NA,Lonicera,maackii,last flowering date,end,doy,147.836
HMK010,NA,year,1997,Mazzaella,splendens,peak of activity,peak,doy,135
HMK010,NA,year,1997,Mazzaella,splendens,peak of activity,peak,doy,135
HMK010,NA,year,1998,Chlorochytrium,spp.,peak of activity,peak,doy,135
HMK010,NA,year,1998,Chlorochytrium,spp.,peak of activity,peak,doy,105
HMK010,NA,year,1997,Codiolum,spp.,peak of activity,peak,doy,166
HMK010,NA,year,1998,Codiolum,spp.,peak of activity,peak,doy,166
HMK010,NA,year,1997,Mastocarpus,papillatus,peak of activity,peak,doy,227
HMK010,NA,year,1998,Mastocarpus,papillatus,peak of activity,peak,doy,227
HMK010,NA,year,1997,Mazzaella,splendens,start of activity,start,doy,74
HMK010,NA,year,1997,Mazzaella,splendens,start of activity,start,doy,15
HMK010,NA,year,1998,Chlorochytrium,spp.,start of activity,start,doy,74
HMK010,NA,year,1998,Chlorochytrium,spp.,start of activity,start,doy,74
HMK010,NA,year,1998,Codiolum,spp.,start of activity,start,doy,105
HMK010,NA,year,1998,Mastocarpus,papillatus,start of activity,start,doy,74
HMK011,NA,year,1996,Epirrita,autumnata,biomass peak date,peak,doy,89.4596
HMK011,NA,year,1997,Epirrita,autumnata,biomass peak date,peak,doy,101.649
HMK011,NA,year,1998,Epirrita,autumnata,biomass peak date,peak,doy,87.8317
HMK011,NA,year,1999,Epirrita,autumnata,biomass peak date,peak,doy,78.9526
HMK011,NA,year,2000,Epirrita,autumnata,biomass peak date,peak,doy,75.9974
HMK011,NA,year,2001,Epirrita,autumnata,biomass peak date,peak,doy,91.1512
HMK011,NA,year,2002,Epirrita,autumnata,biomass peak date,peak,doy,74.3688
HMK011,NA,year,2003,Epirrita,autumnata,biomass peak date,peak,doy,79.6461
HMK011,NA,year,2004,Epirrita,autumnata,biomass peak date,peak,doy,71.4261
HMK011,NA,year,2005,Epirrita,autumnata,biomass peak date,peak,doy,85.9202
HMK011,NA,year,2006,Epirrita,autumnata,biomass peak date,peak,doy,77.3689
HMK011,NA,year,2007,Epirrita,autumnata,biomass peak date,peak,doy,76.391
HMK011,NA,year,2008,Epirrita,autumnata,biomass peak date,peak,doy,81.6669
HMK011,NA,year,2009,Epirrita,autumnata,biomass peak date,peak,doy,79.7021
HMK011,NA,year,1975,Poecile,montanus,median egg laying date,peak,doy,41.8617
HMK011,NA,year,1976,Poecile,montanus,median egg laying date,peak,doy,46.4798
HMK011,NA,year,1977,Poecile,montanus,median egg laying date,peak,doy,48.7928
HMK011,NA,year,1978,Poecile,montanus,median egg laying date,peak,doy,49.7895
HMK011,NA,year,1979,Poecile,montanus,median egg laying date,peak,doy,44.861
HMK011,NA,year,1980,Poecile,montanus,median egg laying date,peak,doy,40.2604
HMK011,NA,year,1981,Poecile,montanus,median egg laying date,peak,doy,46.5253
HMK011,NA,year,1982,Poecile,montanus,median egg laying date,peak,doy,45.8767
HMK011,NA,year,1983,Poecile,montanus,median egg laying date,peak,doy,39.9592
HMK011,NA,year,1984,Poecile,montanus,median egg laying date,peak,doy,38.3208
HMK011,NA,year,1985,Poecile,montanus,median egg laying date,peak,doy,46.8903
HMK011,NA,year,1986,Poecile,montanus,median egg laying date,peak,doy,40.3157
HMK011,NA,year,1987,Poecile,montanus,median egg laying date,peak,doy,44.2748
HMK011,NA,year,1988,Poecile,montanus,median egg laying date,peak,doy,47.906
HMK011,NA,year,1989,Poecile,montanus,median egg laying date,peak,doy,34.4171
HMK011,NA,year,1990,Poecile,montanus,median egg laying date,peak,doy,37.3899
HMK011,NA,year,1991,Poecile,montanus,median egg laying date,peak,doy,46.6164
HMK011,NA,year,1992,Poecile,montanus,median egg laying date,peak,doy,47.6125
HMK011,NA,year,1993,Poecile,montanus,median egg laying date,peak,doy,40.3802
HMK011,NA,year,1994,Poecile,montanus,median egg laying date,peak,doy,42.6945
HMK011,NA,year,1995,Poecile,montanus,median egg laying date,peak,doy,48.3003
HMK011,NA,year,1996,Poecile,montanus,median egg laying date,peak,doy,39.7477
HMK011,NA,year,1997,Poecile,montanus,median egg laying date,peak,doy,48.6457
HMK011,NA,year,1998,Poecile,montanus,median egg laying date,peak,doy,44.3756
HMK011,NA,year,1999,Poecile,montanus,median egg laying date,peak,doy,39.4458
HMK011,NA,year,2000,Poecile,montanus,median egg laying date,peak,doy,41.758
HMK011,NA,year,2001,Poecile,montanus,median egg laying date,peak,doy,42.1005
HMK011,NA,year,2002,Poecile,montanus,median egg laying date,peak,doy,36.8414
HMK011,NA,year,2003,Poecile,montanus,median egg laying date,peak,doy,45.0817
HMK011,NA,year,2004,Poecile,montanus,median egg laying date,peak,doy,38.8321
HMK011,NA,year,2005,Poecile,montanus,median egg laying date,peak,doy,40.4894
HMK011,NA,year,2006,Poecile,montanus,median egg laying date,peak,doy,38.8518
HMK011,NA,year,2007,Poecile,montanus,median egg laying date,peak,doy,40.5084
HMK011,NA,year,2008,Poecile,montanus,median egg laying date,peak,doy,39.859
HMK011,NA,year,2009,Poecile,montanus,median egg laying date,peak,doy,42.5005
HMK012,NA,year,1999,Hamamelis,virginiana,first budbreak,start,doy,123
HMK012,NA,year,2000,Hamamelis,virginiana,first budbreak,start,doy,121
HMK012,NA,year,2000,Hormaphis,hamamelidis,first egg hatch,start,doy,95.9559
HMK012,NA,year,1999,Hormaphis,hamamelidis,first egg hatch,start,doy,102.912
HMK012,NA,year,1998,Hormaphis,hamamelidis,first egg hatch,start,doy,89.9477
HMK012,NA,year,2000,Hormaphis,hamamelidis,first gall initiation,start,doy,122.944
HMK012,NA,year,1999,Hormaphis,hamamelidis,first gall initiation,start,doy,123.876
HMK012,NA,year,1998,Hormaphis,hamamelidis,first gall initiation,start,doy,109.948
HMK012,NA,year,1997,Hormaphis,hamamelidis,first gall initiation,start,doy,129.916
HMK013,arapaho,year,1997,Rhinocyllus,conicus,adult stage,start,proportion,-0.23351
HMK013,arapaho,year,1998,Rhinocyllus,conicus,adult stage,start,proportion,-0.091408
HMK013,arapaho,year,1999,Rhinocyllus,conicus,adult stage,start,proportion,0.203421
HMK013,arapaho,year,2000,Rhinocyllus,conicus,adult stage,start,proportion,0.301095
HMK013,niobrara,year,1997,Rhinocyllus,conicus,adult stage,start,proportion,-0.136838
HMK013,niobrara,year,1998,Rhinocyllus,conicus,adult stage,start,proportion,0.299985
HMK013,niobrara,year,1999,Rhinocyllus,conicus,adult stage,start,proportion,-0.158068
HMK013,niobrara,year,2000,Rhinocyllus,conicus,adult stage,start,proportion,0.758158
HMK013,arapaho,year,1997,Cirsium,undulatum,flowering,start,proportion,NA
HMK013,arapaho,year,1998,Cirsium,undulatum,flowering,start,proportion,NA
HMK013,arapaho,year,1999,Cirsium,undulatum,flowering,start,proportion,NA
HMK013,arapaho,year,2000,Cirsium,undulatum,flowering,start,proportion,NA
HMK013,niobrara,year,1997,Cirsium,undulatum,flowering,start,proportion,NA
HMK013,niobrara,year,1998,Cirsium,undulatum,flowering,start,proportion,NA
HMK013,niobrara,year,1999,Cirsium,undulatum,flowering,start,proportion,NA
HMK013,niobrara,year,2000,Cirsium,undulatum,flowering,start,proportion,NA
kjb003,NA,year,2002,Quercus,ilex,acorndevelopment_2cm,start,doy,246
kjb003,NA,year,2003,Quercus,ilex,acorndevelopment_2cm,start,doy,228
kjb003,NA,year,2004,Quercus,ilex,acorndevelopment_2cm,start,doy,242
kjb003,NA,year,2002,Quercus,ilex,acorndevelopment_4cm,end,doy,295
kjb003,NA,year,2002,Quercus,ilex,acorndevelopment_4cm,end,doy,317
kjb003,NA,year,2002,Quercus,ilex,acorndevelopment_4cm,end,doy,295
kjb003,NA,year,2002,Curculio,elephas,oviposition,start,doy,286
kjb003,NA,year,2003,Curculio,elephas,oviposition,start,doy,256
kjb003,NA,year,2004,Curculio,elephas,oviposition,start,doy,265
SET005,NA,year,1983,Uria,aalge,mismatch,start,doy,31.3173
SET005,NA,year,1984,Uria,aalge,mismatch,start,doy,29.0615
SET005,NA,year,1985,Uria,aalge,mismatch,start,doy,27.8788
SET005,NA,year,1986,Uria,aalge,mismatch,start,doy,24.1808
SET005,NA,year,1987,Uria,aalge,mismatch,start,doy,18.5808
SET005,NA,year,1988,Uria,aalge,mismatch,start,doy,18.1596
SET005,NA,year,1989,Uria,aalge,mismatch,start,doy,17.5404
SET005,NA,year,1990,Uria,aalge,mismatch,start,doy,17.2981
SET005,NA,year,1991,Uria,aalge,mismatch,start,doy,14.8981
SET005,NA,year,1992,Uria,aalge,mismatch,start,doy,12.6192
SET005,NA,year,1993,Uria,aalge,mismatch,start,doy,12.7173
SET005,NA,year,1994,Uria,aalge,mismatch,start,doy,12.2
SET005,NA,year,1995,Uria,aalge,mismatch,start,doy,11.2577
SET005,NA,year,1996,Uria,aalge,mismatch,start,doy,11.4173
SET005,NA,year,1997,Uria,aalge,mismatch,start,doy,8.1404
SET005,NA,year,1998,Uria,aalge,mismatch,start,doy,6.6019
SET005,NA,year,1999,Uria,aalge,mismatch,start,doy,6.7365
SET005,NA,year,2000,Uria,aalge,mismatch,start,doy,5.3365
SET005,NA,year,2001,Uria,aalge,mismatch,start,doy,3.9385
SET005,NA,year,2002,Uria,aalge,mismatch,start,doy,3.3577
SET005,NA,year,2003,Uria,aalge,mismatch,start,doy,-1.0231
SET005,NA,year,2004,Uria,aalge,mismatch,start,doy,-7.7212
SET005,NA,year,2005,Uria,aalge,mismatch,start,doy,-8.5019
SET005,NA,year,2006,Uria,aalge,mismatch,start,doy,-36.0423
SET005,NA,year,1983,Alca,torda,mismatch,start,doy,24.9231
SET005,NA,year,1984,Alca,torda,mismatch,start,doy,35.3846
SET005,NA,year,1985,Alca,torda,mismatch,start,doy,23.3846
SET005,NA,year,1986,Alca,torda,mismatch,start,doy,12.3077
SET005,NA,year,1987,Alca,torda,mismatch,start,doy,15.0769
SET005,NA,year,1988,Alca,torda,mismatch,start,doy,9.8462
SET005,NA,year,1989,Alca,torda,mismatch,start,doy,20.3077
SET005,NA,year,1990,Alca,torda,mismatch,start,doy,27.0769
SET005,NA,year,1991,Alca,torda,mismatch,start,doy,15.6923
SET005,NA,year,1992,Alca,torda,mismatch,start,doy,15.0769
SET005,NA,year,1993,Alca,torda,mismatch,start,doy,9.8462
SET005,NA,year,1994,Alca,torda,mismatch,start,doy,12
SET005,NA,year,1995,Alca,torda,mismatch,start,doy,0.3077
SET005,NA,year,1996,Alca,torda,mismatch,start,doy,22.1538
SET005,NA,year,1997,Alca,torda,mismatch,start,doy,32
SET005,NA,year,1998,Alca,torda,mismatch,start,doy,8.6154
SET005,NA,year,1999,Alca,torda,mismatch,start,doy,6.1538
SET005,NA,year,2000,Alca,torda,mismatch,start,doy,31.0769
SET005,NA,year,2001,Alca,torda,mismatch,start,doy,18.7692
SET005,NA,year,2002,Alca,torda,mismatch,start,doy,12
SET005,NA,year,2003,Alca,torda,mismatch,start,doy,6.1538
SET005,NA,year,2004,Alca,torda,mismatch,start,doy,-33.2308
SET005,NA,year,2005,Alca,torda,mismatch,start,doy,-0.9231
SET005,NA,year,2006,Alca,torda,mismatch,start,doy,-8.3077
SET005,NA,year,1983,Phalacrocorax,aristotelis,mismatch,start,doy,16.0073
SET005,NA,year,1984,Phalacrocorax,aristotelis,mismatch,start,doy,44.692
SET005,NA,year,1985,Phalacrocorax,aristotelis,mismatch,start,doy,61.288
SET005,NA,year,1986,Phalacrocorax,aristotelis,mismatch,start,doy,32.5641
SET005,NA,year,1987,Phalacrocorax,aristotelis,mismatch,start,doy,14.9189
SET005,NA,year,1988,Phalacrocorax,aristotelis,mismatch,start,doy,38.5674
SET005,NA,year,1989,Phalacrocorax,aristotelis,mismatch,start,doy,35.5241
SET005,NA,year,1990,Phalacrocorax,aristotelis,mismatch,start,doy,52.121
SET005,NA,year,1991,Phalacrocorax,aristotelis,mismatch,start,doy,38.504
SET005,NA,year,1992,Phalacrocorax,aristotelis,mismatch,start,doy,23.3767
SET005,NA,year,1993,Phalacrocorax,aristotelis,mismatch,start,doy,67.672
SET005,NA,year,1994,Phalacrocorax,aristotelis,mismatch,start,doy,34.4139
SET005,NA,year,1995,Phalacrocorax,aristotelis,mismatch,start,doy,-20.4945
SET005,NA,year,1996,Phalacrocorax,aristotelis,mismatch,start,doy,14.7325
SET005,NA,year,1997,Phalacrocorax,aristotelis,mismatch,start,doy,19.7505
SET005,NA,year,1998,Phalacrocorax,aristotelis,mismatch,start,doy,14.6968
SET005,NA,year,1999,Phalacrocorax,aristotelis,mismatch,start,doy,26.2574
SET005,NA,year,2000,Phalacrocorax,aristotelis,mismatch,start,doy,38.8271
SET005,NA,year,2001,Phalacrocorax,aristotelis,mismatch,start,doy,21.1819
SET005,NA,year,2002,Phalacrocorax,aristotelis,mismatch,start,doy,14.6155
SET005,NA,year,2003,Phalacrocorax,aristotelis,mismatch,start,doy,-8.0655
SET005,NA,year,2004,Phalacrocorax,aristotelis,mismatch,start,doy,-29.2358
SET005,NA,year,2005,Phalacrocorax,aristotelis,mismatch,start,doy,19.5879
SET005,NA,year,2006,Phalacrocorax,aristotelis,mismatch,start,doy,-2.084
SET005,NA,year,1983,Rissa, tridactyla,mismatch,start,doy,36.6906
SET005,NA,year,1984,Rissa, tridactyla,mismatch,start,doy,45.755
SET005,NA,year,1985,Rissa, tridactyla,mismatch,start,doy,44.245
SET005,NA,year,1986,Rissa, tridactyla,mismatch,start,doy,23.0935
SET005,NA,year,1987,Rissa, tridactyla,mismatch,start,doy,24.6043
SET005,NA,year,1988,Rissa, tridactyla,mismatch,start,doy,23.5971
SET005,NA,year,1989,Rissa, tridactyla,mismatch,start,doy,29.1367
SET005,NA,year,1990,Rissa, tridactyla,mismatch,start,doy,35.1799
SET005,NA,year,1991,Rissa, tridactyla,mismatch,start,doy,28.6331
SET005,NA,year,1992,Rissa, tridactyla,mismatch,start,doy,26.1151
SET005,NA,year,1993,Rissa, tridactyla,mismatch,start,doy,20.5755
SET005,NA,year,1994,Rissa, tridactyla,mismatch,start,doy,32.1583
SET005,NA,year,1995,Rissa, tridactyla,mismatch,start,doy,18.5612
SET005,NA,year,1996,Rissa, tridactyla,mismatch,start,doy,43.237
SET005,NA,year,1997,Rissa, tridactyla,mismatch,start,doy,52.806
SET005,NA,year,1998,Rissa, tridactyla,mismatch,start,doy,21.5827
SET005,NA,year,1999,Rissa, tridactyla,mismatch,start,doy,24.6043
SET005,NA,year,2000,Rissa, tridactyla,mismatch,start,doy,40.719
SET005,NA,year,2001,Rissa, tridactyla,mismatch,start,doy,38.705
SET005,NA,year,2002,Rissa, tridactyla,mismatch,start,doy,28.6331
SET005,NA,year,2003,Rissa, tridactyla,mismatch,start,doy,23.5971
SET005,NA,year,2004,Rissa, tridactyla,mismatch,start,doy,-11.1511
SET005,NA,year,2005,Rissa, tridactyla,mismatch,start,doy,29.1367
SET005,NA,year,2006,Rissa, tridactyla,mismatch,start,doy,18.5612
SET005,NA,year,1983,Fratercula,arctica,mismatch,start,doy,17.554
SET005,NA,year,1984,Fratercula,arctica,mismatch,start,doy,29.1367
SET005,NA,year,1985,Fratercula,arctica,mismatch,start,doy,17.554
SET005,NA,year,1986,Fratercula,arctica,mismatch,start,doy,6.9784
SET005,NA,year,1987,Fratercula,arctica,mismatch,start,doy,11.5108
SET005,NA,year,1988,Fratercula,arctica,mismatch,start,doy,14.0288
SET005,NA,year,1989,Fratercula,arctica,mismatch,start,doy,20.5755
SET005,NA,year,1990,Fratercula,arctica,mismatch,start,doy,26.1151
SET005,NA,year,1991,Fratercula,arctica,mismatch,start,doy,8.4892
SET005,NA,year,1992,Fratercula,arctica,mismatch,start,doy,14.5324
SET005,NA,year,1993,Fratercula,arctica,mismatch,start,doy,8.4892
SET005,NA,year,1994,Fratercula,arctica,mismatch,start,doy,2.9496
SET005,NA,year,1995,Fratercula,arctica,mismatch,start,doy,-1.5827
SET005,NA,year,1996,Fratercula,arctica,mismatch,start,doy,17.0504
SET005,NA,year,1997,Fratercula,arctica,mismatch,start,doy,27.1223
SET005,NA,year,1998,Fratercula,arctica,mismatch,start,doy,8.4892
SET005,NA,year,1999,Fratercula,arctica,mismatch,start,doy,-2.5899
SET005,NA,year,2000,Fratercula,arctica,mismatch,start,doy,21.5827
SET005,NA,year,2001,Fratercula,arctica,mismatch,start,doy,15.036
SET005,NA,year,2002,Fratercula,arctica,mismatch,start,doy,12.0144
SET005,NA,year,2003,Fratercula,arctica,mismatch,start,doy,5.4676
SET005,NA,year,2004,Fratercula,arctica,mismatch,start,doy,-43.3813
SET005,NA,year,2005,Fratercula,arctica,mismatch,start,doy,3.9568
SET005,NA,year,2006,Fratercula,arctica,mismatch,start,doy,-7.6259
