studyid,site,predictunits,predictvalue,genus,species,genus_2nd,spp_2nd,phenophase,pheno ,phenounits,phenovalue,phenovarunit
HMK008,NA,year,1983,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,170.9893,NA
HMK008,NA,year,1984,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,169.385,NA
HMK008,NA,year,1985,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,155.8182,NA
HMK008,NA,year,1986,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,151.8075,NA
HMK008,NA,year,1987,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,152.8075,NA
HMK008,NA,year,1988,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,151.738,NA
HMK008,NA,year,1989,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,148.4652,NA
HMK008,NA,year,1991,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,160.8289,NA
HMK008,NA,year,1993,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,169.5882,NA
HMK008,NA,year,1995,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,177.0053,NA
HMK008,NA,year,1996,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,155.8824,NA
HMK008,NA,year,1997,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,153.6791,NA
HMK008,NA,year,1998,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,146.3262,NA
HMK008,NA,year,1999,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,160.0267,NA
HMK008,NA,year,2000,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,150,NA
HMK008,NA,year,2001,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,152.3422,NA
HMK008,NA,year,2002,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,137.5027,NA
HMK008,NA,year,2003,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,150,NA
HMK008,NA,year,2004,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,136.9679,NA
HMK008,NA,year,2005,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,149.8021,NA
HMK008,NA,year,2006,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,141.5134,NA
HMK008,NA,year,2007,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,138.5027,NA
HMK008,NA,year,2008,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,163.9037,NA
HMK008,NA,year,2009,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,147.3957,NA
HMK008,NA,year,2010,Delphinium,nuttallianum,NA,NA,first flowering date,start,doy,150.4706,NA
HMK008,NA,year,1975,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,159.6556,NA
HMK008,NA,year,1977,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,156.4232,NA
HMK008,NA,year,1979,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,157.6076,NA
HMK008,NA,year,1980,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,160.4089,NA
HMK008,NA,year,1981,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,139.7202,NA
HMK008,NA,year,1983,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,161.5833,NA
HMK008,NA,year,1984,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,161.1712,NA
HMK008,NA,year,1986,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,149.8429,NA
HMK008,NA,year,1987,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,135.0378,NA
HMK008,NA,year,1988,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,141.1858,NA
HMK008,NA,year,1989,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,139.9067,NA
HMK008,NA,year,1991,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,150.7944,NA
HMK008,NA,year,1993,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,157.8061,NA
HMK008,NA,year,1995,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,169.6281,NA
HMK008,NA,year,1996,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,145.7895,NA
HMK008,NA,year,1997,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,151.3391,NA
HMK008,NA,year,1998,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,141.8244,NA
HMK008,NA,year,1999,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,149.7765,NA
HMK008,NA,year,2000,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,141.3323,NA
HMK008,NA,year,2001,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,139.786,NA
HMK008,NA,year,2002,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,124.6497,NA
HMK008,NA,year,2003,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,143.712,NA
HMK008,NA,year,2004,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,135.2674,NA
HMK008,NA,year,2005,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,145.1012,NA
HMK008,NA,year,2006,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,134.6481,NA
HMK008,NA,year,2008,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,155.1748,NA
HMK008,NA,year,2009,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,136.2264,NA
HMK008,NA,year,2010,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,138.0888,NA
HMK008,NA,year,2011,Erythronium,grandiflorum,NA,NA,first flowering date,start,doy,155.3492,NA
HMK008,NA,year,1975,Selasphorus,platycercus,NA,NA,first arrival,start,doy,135.0237,NA
HMK008,NA,year,1976,Selasphorus,platycercus,NA,NA,first arrival,start,doy,138.4943,NA
HMK008,NA,year,1978,Selasphorus,platycercus,NA,NA,first arrival,start,doy,133.9942,NA
HMK008,NA,year,1979,Selasphorus,platycercus,NA,NA,first arrival,start,doy,136.4563,NA
HMK008,NA,year,1980,Selasphorus,platycercus,NA,NA,first arrival,start,doy,138.321,NA
HMK008,NA,year,1981,Selasphorus,platycercus,NA,NA,first arrival,start,doy,133.4288,NA
HMK008,NA,year,1982,Selasphorus,platycercus,NA,NA,first arrival,start,doy,135.0248,NA
HMK008,NA,year,1983,Selasphorus,platycercus,NA,NA,first arrival,start,doy,147.6623,NA
HMK008,NA,year,1984,Selasphorus,platycercus,NA,NA,first arrival,start,doy,77.5384,NA
HMK008,NA,year,1984,Selasphorus,platycercus,NA,NA,first arrival,start,doy,133.5947,NA
HMK008,NA,year,1985,Selasphorus,platycercus,NA,NA,first arrival,start,doy,141.6883,NA
HMK008,NA,year,1985,Selasphorus,platycercus,NA,NA,first arrival,start,doy,82.06802,NA
HMK008,NA,year,1986,Selasphorus,platycercus,NA,NA,first arrival,start,doy,94.0669,NA
HMK008,NA,year,1986,Selasphorus,platycercus,NA,NA,first arrival,start,doy,140.7407,NA
HMK008,NA,year,1987,Selasphorus,platycercus,NA,NA,first arrival,start,doy,104.1018,NA
HMK008,NA,year,1988,Selasphorus,platycercus,NA,NA,first arrival,start,doy,139.0111,NA
HMK008,NA,year,1988,Selasphorus,platycercus,NA,NA,first arrival,start,doy,135.5615,NA
HMK008,NA,year,1989,Selasphorus,platycercus,NA,NA,first arrival,start,doy,121.7085,NA
HMK008,NA,year,1989,Selasphorus,platycercus,NA,NA,first arrival,start,doy,127.1896,NA
HMK008,NA,year,1990,Selasphorus,platycercus,NA,NA,first arrival,start,doy,75.62156,NA
HMK008,NA,year,1990,Selasphorus,platycercus,NA,NA,first arrival,start,doy,123.1631,NA
HMK008,NA,year,1991,Selasphorus,platycercus,NA,NA,first arrival,start,doy,133.2575,NA
HMK008,NA,year,1991,Selasphorus,platycercus,NA,NA,first arrival,start,doy,103.4451,NA
HMK008,NA,year,1992,Selasphorus,platycercus,NA,NA,first arrival,start,doy,101.8329,NA
HMK008,NA,year,1992,Selasphorus,platycercus,NA,NA,first arrival,start,doy,132.5773,NA
HMK008,NA,year,1993,Selasphorus,platycercus,NA,NA,first arrival,start,doy,113.5057,NA
HMK008,NA,year,1993,Selasphorus,platycercus,NA,NA,first arrival,start,doy,137.4566,NA
HMK008,NA,year,1994,Selasphorus,platycercus,NA,NA,first arrival,start,doy,110.4106,NA
HMK008,NA,year,1994,Selasphorus,platycercus,NA,NA,first arrival,start,doy,130.0839,NA
HMK008,NA,year,1995,Selasphorus,platycercus,NA,NA,first arrival,start,doy,112.2242,NA
HMK008,NA,year,1995,Selasphorus,platycercus,NA,NA,first arrival,start,doy,133.6174,NA
HMK008,NA,year,1996,Selasphorus,platycercus,NA,NA,first arrival,start,doy,131.0961,NA
HMK008,NA,year,1996,Selasphorus,platycercus,NA,NA,first arrival,start,doy,147.1273,NA
HMK008,NA,year,1997,Selasphorus,platycercus,NA,NA,first arrival,start,doy,95.7339,NA
HMK008,NA,year,1997,Selasphorus,platycercus,NA,NA,first arrival,start,doy,132.464,NA
HMK008,NA,year,1998,Selasphorus,platycercus,NA,NA,first arrival,start,doy,138.7463,NA
HMK008,NA,year,1998,Selasphorus,platycercus,NA,NA,first arrival,start,doy,129.4315,NA
HMK008,NA,year,1999,Selasphorus,platycercus,NA,NA,first arrival,start,doy,125.7193,NA
HMK008,NA,year,1999,Selasphorus,platycercus,NA,NA,first arrival,start,doy,142.5471,NA
HMK008,NA,year,2000,Selasphorus,platycercus,NA,NA,first arrival,start,doy,107.125,NA
HMK008,NA,year,2000,Selasphorus,platycercus,NA,NA,first arrival,start,doy,125.4019,NA
HMK008,NA,year,2001,Selasphorus,platycercus,NA,NA,first arrival,start,doy,128.0064,NA
HMK008,NA,year,2001,Selasphorus,platycercus,NA,NA,first arrival,start,doy,62.4637,NA
HMK008,NA,year,2002,Selasphorus,platycercus,NA,NA,first arrival,start,doy,125.7198,NA
HMK008,NA,year,2003,Selasphorus,platycercus,NA,NA,first arrival,start,doy,130.4599,NA
HMK008,NA,year,2003,Selasphorus,platycercus,NA,NA,first arrival,start,doy,122.0984,NA
HMK008,NA,year,2004,Selasphorus,platycercus,NA,NA,first arrival,start,doy,124.6918,NA
HMK008,NA,year,2005,Selasphorus,platycercus,NA,NA,first arrival,start,doy,129.1695,NA
HMK008,NA,year,2006,Selasphorus,platycercus,NA,NA,first arrival,start,doy,136.6099,NA
HMK008,NA,year,2006,Selasphorus,platycercus,NA,NA,first arrival,start,doy,137.0587,NA
HMK008,NA,year,2007,Selasphorus,platycercus,NA,NA,first arrival,start,doy,129.7502,NA
HMK008,NA,year,2007,Selasphorus,platycercus,NA,NA,first arrival,start,doy,93.8142,NA
HMK008,NA,year,2008,Selasphorus,platycercus,NA,NA,first arrival,start,doy,113.8995,NA
HMK008,NA,year,2008,Selasphorus,platycercus,NA,NA,first arrival,start,doy,131.3453,NA
HMK008,NA,year,2009,Selasphorus,platycercus,NA,NA,first arrival,start,doy,84.46734,NA
HMK008,NA,year,2009,Selasphorus,platycercus,NA,NA,first arrival,start,doy,129.9323,NA
HMK008,NA,year,2010,Selasphorus,platycercus,NA,NA,first arrival,start,doy,104.6873,NA
HMK008,NA,year,2010,Selasphorus,platycercus,NA,NA,first arrival,start,doy,134.7425,NA
HMK008,NA,year,2011,Selasphorus,platycercus,NA,NA,first arrival,start,doy,140.2216,NA
HMK009,Denison,site,NA,Hydrophyllum,macrophyllum,NA,NA,first flowering date,start,doy,142.116,NA
HMK009,Denison,site,NA,Hydrophyllum,macrophyllum,NA,NA,first flowering date,start,doy,142.116,NA
HMK009,Three Creeks,site,NA,Hydrophyllum,macrophyllum,NA,NA,first flowering date,start,doy,145.432,NA
HMK009,Three Creeks,site,NA,Hydrophyllum,macrophyllum,NA,NA,first flowering date,start,doy,145.432,NA
HMK009,Dension,site,NA,Hydrophyllum,macrophyllum,NA,NA,last flowering date,end,doy,158.457,NA
HMK009,Three Creeks,site,NA,Hydrophyllum,macrophyllum,NA,NA,last flowering date,end,doy,159.334,NA
HMK009,Three Creeks,site,NA,Lonicera,maackii,NA,NA,first flowering date,start,doy,127.108,NA
HMK009,Denison,site,NA,Lonicera,maackii,NA,NA,first flowering date,start,doy,142.328,NA
HMK009,Three Creeks,site,NA,Lonicera,maackii,NA,NA,last flowering date,end,doy,147.836,NA
HMK009,Dension,site,NA,Lonicera,maackii,NA,NA,last flowering date,end,doy,163.792,NA
HMK010,NA,year,1998,Chlorochytrium,spp.,NA,NA,start of activity,start,doy,74,NA
HMK010,NA,year,1998,Chlorochytrium,spp.,NA,NA,start of activity,start,doy,74,NA
HMK010,NA,year,1998,Chlorochytrium,spp.,NA,NA,peak of activity,peak,doy,105,NA
HMK010,NA,year,1998,Chlorochytrium,spp.,NA,NA,peak of activity,peak,doy,135,NA
HMK010,NA,year,1997,Codiolum,spp.,NA,NA,peak of activity,peak,doy,166,NA
HMK010,NA,year,1998,Codiolum,spp.,NA,NA,start of activity,start,doy,105,NA
HMK010,NA,year,1998,Codiolum,spp.,NA,NA,peak of activity,peak,doy,166,NA
HMK010,NA,year,1997,Mastocarpus,papillatus,NA,NA,peak of activity,peak,doy,227,NA
HMK010,NA,year,1998,Mastocarpus,papillatus,NA,NA,start of activity,start,doy,74,NA
HMK010,NA,year,1998,Mastocarpus,papillatus,NA,NA,peak of activity,peak,doy,227,NA
HMK010,NA,year,1997,Mazzaella,splendens,NA,NA,start of activity,start,doy,15,NA
HMK010,NA,year,1997,Mazzaella,splendens,NA,NA,start of activity,start,doy,74,NA
HMK010,NA,year,1997,Mazzaella,splendens,NA,NA,peak of activity,peak,doy,135,NA
HMK010,NA,year,1997,Mazzaella,splendens,NA,NA,peak of activity,peak,doy,135,NA
HMK011,NA,year,1996,Epirrita,autumnata,NA,NA,biomass peak date,peak,doy,180.4596,NA
HMK011,NA,year,1997,Epirrita,autumnata,NA,NA,biomass peak date,peak,doy,192.649,NA
HMK011,NA,year,1998,Epirrita,autumnata,NA,NA,biomass peak date,peak,doy,178.8317,NA
HMK011,NA,year,1999,Epirrita,autumnata,NA,NA,biomass peak date,peak,doy,169.9526,NA
HMK011,NA,year,2000,Epirrita,autumnata,NA,NA,biomass peak date,peak,doy,166.9974,NA
HMK011,NA,year,2001,Epirrita,autumnata,NA,NA,biomass peak date,peak,doy,182.1512,NA
HMK011,NA,year,2002,Epirrita,autumnata,NA,NA,biomass peak date,peak,doy,165.3688,NA
HMK011,NA,year,2003,Epirrita,autumnata,NA,NA,biomass peak date,peak,doy,170.6461,NA
HMK011,NA,year,2004,Epirrita,autumnata,NA,NA,biomass peak date,peak,doy,162.4261,NA
HMK011,NA,year,2005,Epirrita,autumnata,NA,NA,biomass peak date,peak,doy,176.9202,NA
HMK011,NA,year,2006,Epirrita,autumnata,NA,NA,biomass peak date,peak,doy,168.3689,NA
HMK011,NA,year,2007,Epirrita,autumnata,NA,NA,biomass peak date,peak,doy,167.391,NA
HMK011,NA,year,2008,Epirrita,autumnata,NA,NA,biomass peak date,peak,doy,172.6669,NA
HMK011,NA,year,2009,Epirrita,autumnata,NA,NA,biomass peak date,peak,doy,170.7021,NA
HMK011,NA,year,1975,Poecile,montanus,NA,NA,median egg laying date,peak,doy,132.8617,NA
HMK011,NA,year,1976,Poecile,montanus,NA,NA,median egg laying date,peak,doy,137.4798,NA
HMK011,NA,year,1977,Poecile,montanus,NA,NA,median egg laying date,peak,doy,139.7928,NA
HMK011,NA,year,1978,Poecile,montanus,NA,NA,median egg laying date,peak,doy,140.7895,NA
HMK011,NA,year,1979,Poecile,montanus,NA,NA,median egg laying date,peak,doy,135.861,NA
HMK011,NA,year,1980,Poecile,montanus,NA,NA,median egg laying date,peak,doy,131.2604,NA
HMK011,NA,year,1981,Poecile,montanus,NA,NA,median egg laying date,peak,doy,137.5253,NA
HMK011,NA,year,1982,Poecile,montanus,NA,NA,median egg laying date,peak,doy,136.8767,NA
HMK011,NA,year,1983,Poecile,montanus,NA,NA,median egg laying date,peak,doy,130.9592,NA
HMK011,NA,year,1984,Poecile,montanus,NA,NA,median egg laying date,peak,doy,129.3208,NA
HMK011,NA,year,1985,Poecile,montanus,NA,NA,median egg laying date,peak,doy,137.8903,NA
HMK011,NA,year,1986,Poecile,montanus,NA,NA,median egg laying date,peak,doy,131.3157,NA
HMK011,NA,year,1987,Poecile,montanus,NA,NA,median egg laying date,peak,doy,135.2748,NA
HMK011,NA,year,1988,Poecile,montanus,NA,NA,median egg laying date,peak,doy,138.906,NA
HMK011,NA,year,1989,Poecile,montanus,NA,NA,median egg laying date,peak,doy,125.4171,NA
HMK011,NA,year,1990,Poecile,montanus,NA,NA,median egg laying date,peak,doy,128.3899,NA
HMK011,NA,year,1991,Poecile,montanus,NA,NA,median egg laying date,peak,doy,137.6164,NA
HMK011,NA,year,1992,Poecile,montanus,NA,NA,median egg laying date,peak,doy,138.6125,NA
HMK011,NA,year,1993,Poecile,montanus,NA,NA,median egg laying date,peak,doy,131.3802,NA
HMK011,NA,year,1994,Poecile,montanus,NA,NA,median egg laying date,peak,doy,133.6945,NA
HMK011,NA,year,1995,Poecile,montanus,NA,NA,median egg laying date,peak,doy,139.3003,NA
HMK011,NA,year,1996,Poecile,montanus,NA,NA,median egg laying date,peak,doy,130.7477,NA
HMK011,NA,year,1997,Poecile,montanus,NA,NA,median egg laying date,peak,doy,139.6457,NA
HMK011,NA,year,1998,Poecile,montanus,NA,NA,median egg laying date,peak,doy,135.3756,NA
HMK011,NA,year,1999,Poecile,montanus,NA,NA,median egg laying date,peak,doy,130.4458,NA
HMK011,NA,year,2000,Poecile,montanus,NA,NA,median egg laying date,peak,doy,132.758,NA
HMK011,NA,year,2001,Poecile,montanus,NA,NA,median egg laying date,peak,doy,133.1005,NA
HMK011,NA,year,2002,Poecile,montanus,NA,NA,median egg laying date,peak,doy,127.8414,NA
HMK011,NA,year,2003,Poecile,montanus,NA,NA,median egg laying date,peak,doy,136.0817,NA
HMK011,NA,year,2004,Poecile,montanus,NA,NA,median egg laying date,peak,doy,129.8321,NA
HMK011,NA,year,2005,Poecile,montanus,NA,NA,median egg laying date,peak,doy,131.4894,NA
HMK011,NA,year,2006,Poecile,montanus,NA,NA,median egg laying date,peak,doy,129.8518,NA
HMK011,NA,year,2007,Poecile,montanus,NA,NA,median egg laying date,peak,doy,131.5084,NA
HMK011,NA,year,2008,Poecile,montanus,NA,NA,median egg laying date,peak,doy,130.859,NA
HMK011,NA,year,2009,Poecile,montanus,NA,NA,median egg laying date,peak,doy,133.5005,NA
HMK012,NA,year,1999,Hamamelis,virginiana,NA,NA,first budbreak,start,doy,123,NA
HMK012,NA,year,2000,Hamamelis,virginiana,NA,NA,first budbreak,start,doy,122,NA
HMK012,NA,year,1997,Hormaphis,hamamelidis,NA,NA,first gall initiation,start,doy,129.916,NA
HMK012,NA,year,1998,Hormaphis,hamamelidis,NA,NA,first egg hatch,start,doy,89.9477,NA
HMK012,NA,year,1998,Hormaphis,hamamelidis,NA,NA,first gall initiation,start,doy,109.948,NA
HMK012,NA,year,1999,Hormaphis,hamamelidis,NA,NA,first egg hatch,start,doy,102.912,NA
HMK012,NA,year,1999,Hormaphis,hamamelidis,NA,NA,first gall initiation,start,doy,123.876,NA
HMK012,NA,year,2000,Hormaphis,hamamelidis,NA,NA,first egg hatch,start,doy,96.9559,NA
HMK012,NA,year,2000,Hormaphis,hamamelidis,NA,NA,first gall initiation,start,doy,123.944,NA
HMK013,arapaho,year,1997,Cirsium,undulatum,NA,NA,flowering,start,proportion,NA,NA
HMK013,niobrara,year,1997,Cirsium,undulatum,NA,NA,flowering,start,proportion,NA,NA
HMK013,arapaho,year,1998,Cirsium,undulatum,NA,NA,flowering,start,proportion,NA,NA
HMK013,niobrara,year,1998,Cirsium,undulatum,NA,NA,flowering,start,proportion,NA,NA
HMK013,arapaho,year,1999,Cirsium,undulatum,NA,NA,flowering,start,proportion,NA,NA
HMK013,niobrara,year,1999,Cirsium,undulatum,NA,NA,flowering,start,proportion,NA,NA
HMK013,arapaho,year,2000,Cirsium,undulatum,NA,NA,flowering,start,proportion,NA,NA
HMK013,niobrara,year,2000,Cirsium,undulatum,NA,NA,flowering,start,proportion,NA,NA
HMK013,arapaho,year,1997,Rhinocyllus,conicus,NA,NA,adult stage,start,proportion,-0.23351,NA
HMK013,niobrara,year,1997,Rhinocyllus,conicus,NA,NA,adult stage,start,proportion,-0.136838,NA
HMK013,arapaho,year,1998,Rhinocyllus,conicus,NA,NA,adult stage,start,proportion,-0.091408,NA
HMK013,niobrara,year,1998,Rhinocyllus,conicus,NA,NA,adult stage,start,proportion,0.299985,NA
HMK013,niobrara,year,1999,Rhinocyllus,conicus,NA,NA,adult stage,start,proportion,-0.158068,NA
HMK013,arapaho,year,1999,Rhinocyllus,conicus,NA,NA,adult stage,start,proportion,0.203421,NA
HMK013,arapaho,year,2000,Rhinocyllus,conicus,NA,NA,adult stage,start,proportion,0.301095,NA
HMK013,niobrara,year,2000,Rhinocyllus,conicus,NA,NA,adult stage,start,proportion,0.758158,NA
HMK015,NA,year,2002,Chilocorus,bipustulatus,NA,NA,peak density,peak,doy,262,NA
HMK015,NA,year,2003,Chilocorus,bipustulatus,NA,NA,peak density,peak,doy,297,NA
HMK015,NA,year,2002,Rhyzobius,chrysomeloides,NA,NA,peak density,peak,doy,247,NA
HMK015,NA,year,2003,Rhyzobius,chrysomeloides,NA,NA,peak density,peak,doy,184,NA
HMK015,NA,year,2002,Saissetia,oleae,NA,NA,peak density,peak,doy,226,NA
HMK015,NA,year,2003,Saissetia,oleae,NA,NA,peak density,peak,doy,212,NA
HMK015,NA,year,2002,Scymnus,interruptus,NA,NA,peak density,peak,doy,247,NA
HMK015,NA,year,2002,Scymnus,mediterraneus,NA,NA,peak density,peak,doy,247,NA
HMK015,NA,year,2002,Scymnus,subvillosus,NA,NA,peak density,peak,doy,262,NA
HMK015,NA,year,2003,Scymnus,interruptus,NA,NA,peak density,peak,doy,184,NA
HMK015,NA,year,2003,Scymnus,mediterraneus,NA,NA,peak density,peak,doy,261,NA
HMK015,NA,year,2003,Scymnus,subvillosus,NA,NA,peak density,peak,doy,261,NA
HMK016,NA,year,1992,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,142.307,NA
HMK016,NA,year,1993,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,143.258,NA
HMK016,NA,year,1994,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,146.082,NA
HMK016,NA,year,1995,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,139.568,NA
HMK016,NA,year,1996,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,147.521,NA
HMK016,NA,year,1997,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,153.142,NA
HMK016,NA,year,1998,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,145.695,NA
HMK016,NA,year,1999,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,155.515,NA
HMK016,NA,year,2000,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,149.935,NA
HMK016,NA,year,2001,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,156.489,NA
HMK016,NA,year,2002,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,136.909,NA
HMK016,NA,year,2003,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,146.73,NA
HMK016,NA,year,2004,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,157.018,NA
HMK016,NA,year,2005,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,149.105,NA
HMK016,NA,year,2006,Cerorhinca,monocerata,NA,NA,hatch date,start,doy,153.321,NA
HMK016,NA,year,1993,Engraulis,japonicus,NA,NA,switch date,start,doy,165.259,NA
HMK016,NA,year,1995,Engraulis,japonicus,NA,NA,switch date,start,doy,171.541,NA
HMK016,NA,year,1996,Engraulis,japonicus,NA,NA,switch date,start,doy,180.839,NA
HMK016,NA,year,1997,Engraulis,japonicus,NA,NA,switch date,start,doy,214.747,NA
HMK016,NA,year,1998,Engraulis,japonicus,NA,NA,switch date,start,doy,136.361,NA
HMK016,NA,year,1999,Engraulis,japonicus,NA,NA,switch date,start,doy,157.962,NA
HMK016,NA,year,2000,Engraulis,japonicus,NA,NA,switch date,start,doy,162.641,NA
HMK016,NA,year,2001,Engraulis,japonicus,NA,NA,switch date,start,doy,145.798,NA
HMK016,NA,year,2002,Engraulis,japonicus,NA,NA,switch date,start,doy,110.476,NA
HMK016,NA,year,2005,Engraulis,japonicus,NA,NA,switch date,start,doy,169.134,NA
HMK016,NA,year,2006,Engraulis,japonicus,NA,NA,switch date,start,doy,175.361,NA
HMK018,admiralty,year,1991,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,309,sd
HMK018,admiralty,year,1991,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,320,sd
HMK018,admiralty,year,1992,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,307,sd
HMK018,admiralty,year,1992,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,316,sd
HMK018,admiralty,year,1993,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,301,sd
HMK018,admiralty,year,1993,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,308,sd
HMK018,admiralty,year,1994,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,311,sd
HMK018,admiralty,year,1994,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,321,sd
HMK018,admiralty,year,1995,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,303,sd
HMK018,admiralty,year,1995,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,304,sd
HMK018,admiralty,year,1996,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,303,sd
HMK018,admiralty,year,1996,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,309,sd
HMK018,admiralty,year,1997,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,303,sd
HMK018,admiralty,year,1997,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,308,sd
HMK018,shirreff,year,1997,Pygoscelis,antarcticus,NA,NA,clutch initiation date,start,doy,329,sd
HMK018,admiralty,year,1998,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,303,sd
HMK018,admiralty,year,1998,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,306,sd
HMK018,shirreff,year,1998,Pygoscelis,antarcticus,NA,NA,clutch initiation date,start,doy,325,sd
HMK018,shirreff,year,1998,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,326,sd
HMK018,admiralty,year,1999,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,305,sd
HMK018,admiralty,year,1999,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,308,sd
HMK018,shirreff,year,1999,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,321,sd
HMK018,shirreff,year,1999,Pygoscelis,antarcticus,NA,NA,clutch initiation date,start,doy,324,sd
HMK018,admiralty,year,2000,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,304,sd
HMK018,admiralty,year,2000,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,307,sd
HMK018,shirreff,year,2000,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,322,sd
HMK018,shirreff,year,2000,Pygoscelis,antarcticus,NA,NA,clutch initiation date,start,doy,325,sd
HMK018,admiralty,year,2001,Pygoscelis,adeliae,NA,NA,clutch initiation date,start,doy,300,sd
HMK018,admiralty,year,2001,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,301,sd
HMK018,shirreff,year,2001,Pygoscelis,papua,NA,NA,clutch initiation date,start,doy,311,sd
HMK018,shirreff,year,2001,Pygoscelis,antarcticus,NA,NA,clutch initiation date,start,doy,324,sd
