"","studyid","intid","year","species","z","X.x","phenovalue","slope","int_type","spp","X.y","spp1","spp2","interaction","neg_phenovalue","neg_slope","pos_phenovalue","pos_slope","phenodiff","phenofreq"
"108","HMK019",170,2004,"Phytoplankton1 spp.",0.875239958158625,470,86.1,-0.512477668855536,"herbivory","spp1",470,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",86.1,-0.512477668855536,"NA","NA",NA,"daily"
"109","HMK019",170,2005,"Phytoplankton1 spp.",0.924815930671179,471,83.508,-0.512477668855536,"herbivory","spp1",471,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",83.508,-0.512477668855536,"107.881","-0.696012315376935",-24.373,"daily"
"110","HMK019",170,2005,"Daphnia3 spp.",1.18736852279635,2258,107.881,-0.696012315376935,"herbivory","spp2",471,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",83.508,-0.512477668855536,"107.881","-0.696012315376935",-24.373,"daily"
"111","HMK019",170,2006,"Daphnia3 spp.",0.850620209216676,2259,123.75,-0.696012315376935,"herbivory","spp2",472,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",83.95085,-0.512477668855536,"123.75","-0.696012315376935",-39.79915,"daily"
"112","HMK019",170,2006,"Phytoplankton1 spp.",0.436218223199884,472,83.95085,-0.512477668855536,"herbivory","spp1",472,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",83.95085,-0.512477668855536,"123.75","-0.696012315376935",-39.79915,"daily"
"113","HMK019",170,2007,"Phytoplankton1 spp.",1.18001254583752,473,89.35265,-0.512477668855536,"herbivory","spp1",473,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",89.35265,-0.512477668855536,"NA","NA",NA,"daily"
"114","HMK019",170,2008,"Daphnia3 spp.",2.47880814468199,2260,119.17,-0.696012315376935,"herbivory","spp2",474,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",83.10485,-0.512477668855536,"119.17","-0.696012315376935",-36.06515,"daily"
"115","HMK019",170,2008,"Phytoplankton1 spp.",1.49822496911452,474,83.10485,-0.512477668855536,"herbivory","spp1",474,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",83.10485,-0.512477668855536,"119.17","-0.696012315376935",-36.06515,"daily"
"116","HMK019",171,1969,"Perca fluviatillis",0.691997840580577,2261,146.943,-0.513398597613784,"predation","spp2",475,"Daphnia3 spp.","Perca fluviatillis","predation",160.305,-0.696012315376935,"146.943","-0.513398597613784",13.362,"daily"
"117","HMK019",171,1969,"Daphnia3 spp.",0.691997840580577,475,160.305,-0.696012315376935,"predation","spp1",475,"Daphnia3 spp.","Perca fluviatillis","predation",160.305,-0.696012315376935,"146.943","-0.513398597613784",13.362,"daily"
"118","HMK019",171,1970,"Perca fluviatillis",-1.54403652787558,2262,142.4035,-0.513398597613784,"predation","spp2",476,"Daphnia3 spp.","Perca fluviatillis","predation",153.324,-0.696012315376935,"142.4035","-0.513398597613784",10.9205,"daily"
"119","HMK019",171,1970,"Daphnia3 spp.",-1.54403652787558,476,153.324,-0.696012315376935,"predation","spp1",476,"Daphnia3 spp.","Perca fluviatillis","predation",153.324,-0.696012315376935,"142.4035","-0.513398597613784",10.9205,"daily"
"120","HMK019",171,1971,"Perca fluviatillis",-1.08576348305292,2263,139.977,-0.513398597613784,"predation","spp2",477,"Daphnia3 spp.","Perca fluviatillis","predation",124.8365,-0.696012315376935,"139.977","-0.513398597613784",-15.1405,"daily"
"121","HMK019",171,1971,"Daphnia3 spp.",-1.08576348305292,477,124.8365,-0.696012315376935,"predation","spp1",477,"Daphnia3 spp.","Perca fluviatillis","predation",124.8365,-0.696012315376935,"139.977","-0.513398597613784",-15.1405,"daily"
"122","HMK019",171,1972,"Perca fluviatillis",0.32746873262767,2264,143.5655,-0.513398597613784,"predation","spp2",478,"Daphnia3 spp.","Perca fluviatillis","predation",140.054,-0.696012315376935,"143.5655","-0.513398597613784",-3.51149999999998,"daily"
"123","HMK019",171,1972,"Daphnia3 spp.",0.32746873262767,478,140.054,-0.696012315376935,"predation","spp1",478,"Daphnia3 spp.","Perca fluviatillis","predation",140.054,-0.696012315376935,"143.5655","-0.513398597613784",-3.51149999999998,"daily"
"124","HMK019",171,1973,"Perca fluviatillis",-0.524368659937703,2265,142.2105,-0.513398597613784,"predation","spp2",479,"Daphnia3 spp.","Perca fluviatillis","predation",137.4605,-0.696012315376935,"142.2105","-0.513398597613784",-4.75000000000003,"daily"
"125","HMK019",171,1973,"Daphnia3 spp.",-0.524368659937703,479,137.4605,-0.696012315376935,"predation","spp1",479,"Daphnia3 spp.","Perca fluviatillis","predation",137.4605,-0.696012315376935,"142.2105","-0.513398597613784",-4.75000000000003,"daily"
"126","HMK019",171,1974,"Perca fluviatillis",-0.41221381380408,2266,138.198,-0.513398597613784,"predation","spp2",480,"Daphnia3 spp.","Perca fluviatillis","predation",134.959,-0.696012315376935,"138.198","-0.513398597613784",-3.239,"daily"
"127","HMK019",171,1974,"Daphnia3 spp.",-0.41221381380408,480,134.959,-0.696012315376935,"predation","spp1",480,"Daphnia3 spp.","Perca fluviatillis","predation",134.959,-0.696012315376935,"138.198","-0.513398597613784",-3.239,"daily"
"128","HMK019",171,1975,"Perca fluviatillis",0.560769059064394,2267,140.177,-0.513398597613784,"predation","spp2",481,"Daphnia3 spp.","Perca fluviatillis","predation",131.047,-0.696012315376935,"140.177","-0.513398597613784",-9.13000000000002,"daily"
"129","HMK019",171,1975,"Daphnia3 spp.",0.560769059064394,481,131.047,-0.696012315376935,"predation","spp1",481,"Daphnia3 spp.","Perca fluviatillis","predation",131.047,-0.696012315376935,"140.177","-0.513398597613784",-9.13000000000002,"daily"
"130","HMK019",171,1976,"Daphnia3 spp.",0.373366052668071,482,142.5315,-0.696012315376935,"predation","spp1",482,"Daphnia3 spp.","Perca fluviatillis","predation",142.5315,-0.696012315376935,"142.6785","-0.513398597613784",-0.146999999999991,"daily"
"131","HMK019",171,1976,"Perca fluviatillis",0.373366052668071,2268,142.6785,-0.513398597613784,"predation","spp2",482,"Daphnia3 spp.","Perca fluviatillis","predation",142.5315,-0.696012315376935,"142.6785","-0.513398597613784",-0.146999999999991,"daily"
"132","HMK019",171,1977,"Daphnia3 spp.",-0.178290242815783,483,134.2885,-0.696012315376935,"predation","spp1",483,"Daphnia3 spp.","Perca fluviatillis","predation",134.2885,-0.696012315376935,"148.327","-0.513398597613784",-14.0385,"daily"
"133","HMK019",171,1977,"Perca fluviatillis",-0.178290242815783,2269,148.327,-0.513398597613784,"predation","spp2",483,"Daphnia3 spp.","Perca fluviatillis","predation",134.2885,-0.696012315376935,"148.327","-0.513398597613784",-14.0385,"daily"
"134","HMK019",171,1978,"Daphnia3 spp.",-0.711697407408732,484,147.44,-0.696012315376935,"predation","spp1",484,"Daphnia3 spp.","Perca fluviatillis","predation",147.44,-0.696012315376935,"145.719","-0.513398597613784",1.721,"daily"
"135","HMK019",171,1978,"Perca fluviatillis",-0.711697407408732,2270,145.719,-0.513398597613784,"predation","spp2",484,"Daphnia3 spp.","Perca fluviatillis","predation",147.44,-0.696012315376935,"145.719","-0.513398597613784",1.721,"daily"
"136","HMK019",171,1979,"Perca fluviatillis",-1.26355526283267,2271,143.0605,-0.513398597613784,"predation","spp2",485,"Daphnia3 spp.","Perca fluviatillis","predation",141.25,-0.696012315376935,"143.0605","-0.513398597613784",-1.81049999999999,"daily"
"137","HMK019",171,1979,"Daphnia3 spp.",-1.26355526283267,485,141.25,-0.696012315376935,"predation","spp1",485,"Daphnia3 spp.","Perca fluviatillis","predation",141.25,-0.696012315376935,"143.0605","-0.513398597613784",-1.81049999999999,"daily"
"138","HMK019",171,1980,"Perca fluviatillis",-0.887545194608476,2272,132.825,-0.513398597613784,"predation","spp2",486,"Daphnia3 spp.","Perca fluviatillis","predation",125.4055,-0.696012315376935,"132.825","-0.513398597613784",-7.41949999999999,"daily"
"139","HMK019",171,1980,"Daphnia3 spp.",-0.887545194608476,486,125.4055,-0.696012315376935,"predation","spp1",486,"Daphnia3 spp.","Perca fluviatillis","predation",125.4055,-0.696012315376935,"132.825","-0.513398597613784",-7.41949999999999,"daily"
"140","HMK019",171,1981,"Daphnia3 spp.",-0.393630517749354,487,132.068,-0.696012315376935,"predation","spp1",487,"Daphnia3 spp.","Perca fluviatillis","predation",132.068,-0.696012315376935,"141.7125","-0.513398597613784",-9.64449999999999,"daily"
"141","HMK019",171,1981,"Perca fluviatillis",-0.393630517749354,2273,141.7125,-0.513398597613784,"predation","spp2",487,"Daphnia3 spp.","Perca fluviatillis","predation",132.068,-0.696012315376935,"141.7125","-0.513398597613784",-9.64449999999999,"daily"
"142","HMK019",171,1982,"Perca fluviatillis",0.00894302889415449,2274,131.427,-0.513398597613784,"predation","spp2",488,"Daphnia3 spp.","Perca fluviatillis","predation",123.4645,-0.696012315376935,"131.427","-0.513398597613784",-7.96250000000002,"daily"
"143","HMK019",171,1982,"Daphnia3 spp.",0.00894302889415449,488,123.4645,-0.696012315376935,"predation","spp1",488,"Daphnia3 spp.","Perca fluviatillis","predation",123.4645,-0.696012315376935,"131.427","-0.513398597613784",-7.96250000000002,"daily"
"144","HMK019",171,1983,"Daphnia3 spp.",-0.0380177850406296,489,149.2905,-0.696012315376935,"predation","spp1",489,"Daphnia3 spp.","Perca fluviatillis","predation",149.2905,-0.696012315376935,"137.11","-0.513398597613784",12.1805,"daily"
"145","HMK019",171,1983,"Perca fluviatillis",-0.0380177850406296,2275,137.11,-0.513398597613784,"predation","spp2",489,"Daphnia3 spp.","Perca fluviatillis","predation",149.2905,-0.696012315376935,"137.11","-0.513398597613784",12.1805,"daily"
"146","HMK019",171,1984,"Perca fluviatillis",-1.70308588533212,2276,130.015,-0.513398597613784,"predation","spp2",490,"Daphnia3 spp.","Perca fluviatillis","predation",121.607,-0.696012315376935,"130.015","-0.513398597613784",-8.40799999999999,"daily"
"147","HMK019",171,1984,"Daphnia3 spp.",-1.70308588533212,490,121.607,-0.696012315376935,"predation","spp1",490,"Daphnia3 spp.","Perca fluviatillis","predation",121.607,-0.696012315376935,"130.015","-0.513398597613784",-8.40799999999999,"daily"
"148","HMK019",171,1986,"Perca fluviatillis",-1.35713476922499,2278,139.4585,-0.513398597613784,"predation","spp2",491,"Daphnia3 spp.","Perca fluviatillis","predation",143.5115,-0.696012315376935,"139.4585","-0.513398597613784",4.053,"daily"
"149","HMK019",171,1986,"Daphnia3 spp.",-1.35713476922499,491,143.5115,-0.696012315376935,"predation","spp1",491,"Daphnia3 spp.","Perca fluviatillis","predation",143.5115,-0.696012315376935,"139.4585","-0.513398597613784",4.053,"daily"
"150","HMK019",171,1987,"Daphnia3 spp.",-2.09605616167248,492,129.6225,-0.696012315376935,"predation","spp1",492,"Daphnia3 spp.","Perca fluviatillis","predation",129.6225,-0.696012315376935,"129.187","-0.513398597613784",0.43549999999999,"daily"
"151","HMK019",171,1987,"Perca fluviatillis",-2.09605616167248,2279,129.187,-0.513398597613784,"predation","spp2",492,"Daphnia3 spp.","Perca fluviatillis","predation",129.6225,-0.696012315376935,"129.187","-0.513398597613784",0.43549999999999,"daily"
"152","HMK019",171,1988,"Daphnia3 spp.",-0.487082723126885,493,129.632,-0.696012315376935,"predation","spp1",493,"Daphnia3 spp.","Perca fluviatillis","predation",129.632,-0.696012315376935,"NA","NA",NA,"daily"
"153","HMK019",171,1989,"Daphnia3 spp.",0.0649395627744859,494,155.9275,-0.696012315376935,"predation","spp1",494,"Daphnia3 spp.","Perca fluviatillis","predation",155.9275,-0.696012315376935,"133.715","-0.513398597613784",22.2125,"daily"
"154","HMK019",171,1989,"Perca fluviatillis",0.0649395627744859,2280,133.715,-0.513398597613784,"predation","spp2",494,"Daphnia3 spp.","Perca fluviatillis","predation",155.9275,-0.696012315376935,"133.715","-0.513398597613784",22.2125,"daily"
"155","HMK019",171,1990,"Daphnia3 spp.",0.411288494552832,495,123.2625,-0.696012315376935,"predation","spp1",495,"Daphnia3 spp.","Perca fluviatillis","predation",123.2625,-0.696012315376935,"129.6245","-0.513398597613784",-6.36200000000001,"daily"
"156","HMK019",171,1990,"Perca fluviatillis",0.411288494552832,2281,129.6245,-0.513398597613784,"predation","spp2",495,"Daphnia3 spp.","Perca fluviatillis","predation",123.2625,-0.696012315376935,"129.6245","-0.513398597613784",-6.36200000000001,"daily"
"157","HMK019",171,1991,"Perca fluviatillis",1.0755319291997,2282,134.485,-0.513398597613784,"predation","spp2",496,"Daphnia3 spp.","Perca fluviatillis","predation",126.391,-0.696012315376935,"134.485","-0.513398597613784",-8.09400000000002,"daily"
"158","HMK019",171,1991,"Daphnia3 spp.",1.0755319291997,496,126.391,-0.696012315376935,"predation","spp1",496,"Daphnia3 spp.","Perca fluviatillis","predation",126.391,-0.696012315376935,"134.485","-0.513398597613784",-8.09400000000002,"daily"
"159","HMK019",171,1992,"Perca fluviatillis",-0.187596477417758,2283,131.457,-0.513398597613784,"predation","spp2",497,"Daphnia3 spp.","Perca fluviatillis","predation",121.4005,-0.696012315376935,"131.457","-0.513398597613784",-10.0565,"daily"
"160","HMK019",171,1992,"Daphnia3 spp.",-0.187596477417758,497,121.4005,-0.696012315376935,"predation","spp1",497,"Daphnia3 spp.","Perca fluviatillis","predation",121.4005,-0.696012315376935,"131.457","-0.513398597613784",-10.0565,"daily"
"161","HMK019",171,1993,"Perca fluviatillis",0.120954661386141,2284,127.515,-0.513398597613784,"predation","spp2",498,"Daphnia3 spp.","Perca fluviatillis","predation",123.8035,-0.696012315376935,"127.515","-0.513398597613784",-3.7115,"daily"
"162","HMK019",171,1993,"Daphnia3 spp.",0.120954661386141,498,123.8035,-0.696012315376935,"predation","spp1",498,"Daphnia3 spp.","Perca fluviatillis","predation",123.8035,-0.696012315376935,"127.515","-0.513398597613784",-3.7115,"daily"
"163","HMK019",171,1994,"Daphnia3 spp.",0.570319287278047,499,125.1545,-0.696012315376935,"predation","spp1",499,"Daphnia3 spp.","Perca fluviatillis","predation",125.1545,-0.696012315376935,"129.112","-0.513398597613784",-3.9575,"daily"
"164","HMK019",171,1994,"Perca fluviatillis",0.570319287278047,2285,129.112,-0.513398597613784,"predation","spp2",499,"Daphnia3 spp.","Perca fluviatillis","predation",125.1545,-0.696012315376935,"129.112","-0.513398597613784",-3.9575,"daily"
"165","HMK019",171,1995,"Daphnia3 spp.",-0.196992883571874,500,131.477,-0.696012315376935,"predation","spp1",500,"Daphnia3 spp.","Perca fluviatillis","predation",131.477,-0.696012315376935,"128.683","-0.513398597613784",2.79400000000001,"daily"
"166","HMK019",171,1995,"Perca fluviatillis",-0.196992883571874,2286,128.683,-0.513398597613784,"predation","spp2",500,"Daphnia3 spp.","Perca fluviatillis","predation",131.477,-0.696012315376935,"128.683","-0.513398597613784",2.79400000000001,"daily"
"167","HMK019",171,1996,"Perca fluviatillis",0.261542719593792,2287,140.108,-0.513398597613784,"predation","spp2",501,"Daphnia3 spp.","Perca fluviatillis","predation",139.5085,-0.696012315376935,"140.108","-0.513398597613784",-0.599500000000006,"daily"
"168","HMK019",171,1996,"Daphnia3 spp.",0.261542719593792,501,139.5085,-0.696012315376935,"predation","spp1",501,"Daphnia3 spp.","Perca fluviatillis","predation",139.5085,-0.696012315376935,"140.108","-0.513398597613784",-0.599500000000006,"daily"
"169","HMK019",171,1997,"Daphnia3 spp.",-1.6280498934274,502,110.5725,-0.696012315376935,"predation","spp1",502,"Daphnia3 spp.","Perca fluviatillis","predation",110.5725,-0.696012315376935,"129.181","-0.513398597613784",-18.6085,"daily"
"170","HMK019",171,1997,"Perca fluviatillis",-1.6280498934274,2288,129.181,-0.513398597613784,"predation","spp2",502,"Daphnia3 spp.","Perca fluviatillis","predation",110.5725,-0.696012315376935,"129.181","-0.513398597613784",-18.6085,"daily"
"171","HMK019",171,1998,"Daphnia3 spp.",0.588740804959812,503,136.25,-0.696012315376935,"predation","spp1",503,"Daphnia3 spp.","Perca fluviatillis","predation",136.25,-0.696012315376935,"128.187","-0.513398597613784",8.06299999999999,"daily"
"172","HMK019",171,1998,"Perca fluviatillis",0.588740804959812,2289,128.187,-0.513398597613784,"predation","spp2",503,"Daphnia3 spp.","Perca fluviatillis","predation",136.25,-0.696012315376935,"128.187","-0.513398597613784",8.06299999999999,"daily"
"173","HMK019",171,1999,"Daphnia3 spp.",0.785736473241384,504,133.19,-0.696012315376935,"predation","spp1",504,"Daphnia3 spp.","Perca fluviatillis","predation",133.19,-0.696012315376935,"125.8805","-0.513398597613784",7.3095,"daily"
"174","HMK019",171,1999,"Perca fluviatillis",0.785736473241384,2290,125.8805,-0.513398597613784,"predation","spp2",504,"Daphnia3 spp.","Perca fluviatillis","predation",133.19,-0.696012315376935,"125.8805","-0.513398597613784",7.3095,"daily"
"175","HMK019",171,2000,"Perca fluviatillis",1.20660688865634,2291,126.424,-0.513398597613784,"predation","spp2",505,"Daphnia3 spp.","Perca fluviatillis","predation",121.22,-0.696012315376935,"126.424","-0.513398597613784",-5.20400000000001,"daily"
"176","HMK019",171,2000,"Daphnia3 spp.",1.20660688865634,505,121.22,-0.696012315376935,"predation","spp1",505,"Daphnia3 spp.","Perca fluviatillis","predation",121.22,-0.696012315376935,"126.424","-0.513398597613784",-5.20400000000001,"daily"
"177","HMK019",171,2001,"Perca fluviatillis",0.972068029429899,2292,135.3075,-0.513398597613784,"predation","spp2",506,"Daphnia3 spp.","Perca fluviatillis","predation",132.4685,-0.696012315376935,"135.3075","-0.513398597613784",-2.839,"daily"
"178","HMK019",171,2001,"Daphnia3 spp.",0.972068029429899,506,132.4685,-0.696012315376935,"predation","spp1",506,"Daphnia3 spp.","Perca fluviatillis","predation",132.4685,-0.696012315376935,"135.3075","-0.513398597613784",-2.839,"daily"
"179","HMK019",171,2002,"Daphnia3 spp.",-0.562291101822464,507,113.75,-0.696012315376935,"predation","spp1",507,"Daphnia3 spp.","Perca fluviatillis","predation",113.75,-0.696012315376935,"124.3945","-0.513398597613784",-10.6445,"daily"
"180","HMK019",171,2002,"Perca fluviatillis",-0.562291101822464,2293,124.3945,-0.513398597613784,"predation","spp2",507,"Daphnia3 spp.","Perca fluviatillis","predation",113.75,-0.696012315376935,"124.3945","-0.513398597613784",-10.6445,"daily"
"181","HMK019",171,2003,"Daphnia3 spp.",1.28127954224802,508,100.91875,-0.696012315376935,"predation","spp1",508,"Daphnia3 spp.","Perca fluviatillis","predation",100.91875,-0.696012315376935,"130.897","-0.513398597613784",-29.97825,"daily"
"182","HMK019",171,2003,"Perca fluviatillis",1.28127954224802,2294,130.897,-0.513398597613784,"predation","spp2",508,"Daphnia3 spp.","Perca fluviatillis","predation",100.91875,-0.696012315376935,"130.897","-0.513398597613784",-29.97825,"daily"
"183","HMK019",171,2005,"Perca fluviatillis",1.18736852279635,2296,126.7665,-0.513398597613784,"predation","spp2",509,"Daphnia3 spp.","Perca fluviatillis","predation",107.881,-0.696012315376935,"126.7665","-0.513398597613784",-18.8855,"daily"
"184","HMK019",171,2005,"Daphnia3 spp.",1.18736852279635,509,107.881,-0.696012315376935,"predation","spp1",509,"Daphnia3 spp.","Perca fluviatillis","predation",107.881,-0.696012315376935,"126.7665","-0.513398597613784",-18.8855,"daily"
"185","HMK019",171,2006,"Daphnia3 spp.",0.850620209216676,510,123.75,-0.696012315376935,"predation","spp1",510,"Daphnia3 spp.","Perca fluviatillis","predation",123.75,-0.696012315376935,"130.5205","-0.513398597613784",-6.7705,"daily"
"186","HMK019",171,2006,"Perca fluviatillis",0.850620209216676,2297,130.5205,-0.513398597613784,"predation","spp2",510,"Daphnia3 spp.","Perca fluviatillis","predation",123.75,-0.696012315376935,"130.5205","-0.513398597613784",-6.7705,"daily"
"187","HMK019",171,2008,"Perca fluviatillis",2.47880814468199,2299,126.487,-0.513398597613784,"predation","spp2",511,"Daphnia3 spp.","Perca fluviatillis","predation",119.17,-0.696012315376935,"126.487","-0.513398597613784",-7.31699999999999,"daily"
"188","HMK019",171,2008,"Daphnia3 spp.",2.47880814468199,511,119.17,-0.696012315376935,"predation","spp1",511,"Daphnia3 spp.","Perca fluviatillis","predation",119.17,-0.696012315376935,"126.487","-0.513398597613784",-7.31699999999999,"daily"
"189","HMK030",183,2002,"Plant2 spp.",0.875407559025998,691,157.228,-1.60753333333332,"herbivory","spp1",691,"Plant2 spp.","Rangifer2 tarandus","herbivory",157.228,-1.60753333333332,"159.115","-0.120190958357103",-1.887,"daily"
"190","HMK030",183,2002,"Plant2 spp.",-1.05987421656567,691,157.228,-1.60753333333332,"herbivory","spp1",691,"Plant2 spp.","Rangifer2 tarandus","herbivory",157.228,-1.60753333333332,"159.115","-0.120190958357103",-1.887,"daily"
"191","HMK030",183,2003,"Plant2 spp.",-1.00377909263548,692,156.581,-1.60753333333332,"herbivory","spp1",692,"Plant2 spp.","Rangifer2 tarandus","herbivory",156.581,-1.60753333333332,"155.301","-0.120190958357103",1.28,"daily"
"192","HMK030",183,2003,"Plant2 spp.",0.882419449517274,692,156.581,-1.60753333333332,"herbivory","spp1",692,"Plant2 spp.","Rangifer2 tarandus","herbivory",156.581,-1.60753333333332,"155.301","-0.120190958357103",1.28,"daily"
"193","HMK030",183,2004,"Plant2 spp.",0.580908158392483,693,156.441,-1.60753333333332,"herbivory","spp1",693,"Plant2 spp.","Rangifer2 tarandus","herbivory",156.441,-1.60753333333332,"159.354","-0.120190958357103",-2.91300000000001,"daily"
"194","HMK030",183,2004,"Plant2 spp.",-1.18608824540861,693,156.441,-1.60753333333332,"herbivory","spp1",693,"Plant2 spp.","Rangifer2 tarandus","herbivory",156.441,-1.60753333333332,"159.354","-0.120190958357103",-2.91300000000001,"daily"
"195","HMK030",183,2005,"Plant2 spp.",-1.34034983621664,694,158.199,-1.60753333333332,"herbivory","spp1",694,"Plant2 spp.","Rangifer2 tarandus","herbivory",158.199,-1.60753333333332,"155.539","-0.120190958357103",2.66000000000003,"daily"
"196","HMK030",183,2005,"Plant2 spp.",0.321468210215339,694,158.199,-1.60753333333332,"herbivory","spp1",694,"Plant2 spp.","Rangifer2 tarandus","herbivory",158.199,-1.60753333333332,"155.539","-0.120190958357103",2.66000000000003,"daily"
"197","HMK030",183,2006,"Plant2 spp.",-1.50162331751595,695,144.767,-1.60753333333332,"herbivory","spp1",695,"Plant2 spp.","Rangifer2 tarandus","herbivory",144.767,-1.60753333333332,"157.435","-0.120190958357103",-12.668,"daily"
"198","HMK030",183,2006,"Plant2 spp.",0.279396867267694,695,144.767,-1.60753333333332,"herbivory","spp1",695,"Plant2 spp.","Rangifer2 tarandus","herbivory",144.767,-1.60753333333332,"157.435","-0.120190958357103",-12.668,"daily"
"199","HMK030",183,2007,"Plant2 spp.",0.398599005619355,696,154.626,-1.60753333333332,"herbivory","spp1",696,"Plant2 spp.","Rangifer2 tarandus","herbivory",154.626,-1.60753333333332,"156.793","-0.120190958357103",-2.167,"daily"
"200","HMK030",183,2007,"Plant2 spp.",-1.20011202639116,696,154.626,-1.60753333333332,"herbivory","spp1",696,"Plant2 spp.","Rangifer2 tarandus","herbivory",154.626,-1.60753333333332,"156.793","-0.120190958357103",-2.167,"daily"
"201","HMK030",183,2008,"Plant2 spp.",-1.29126660277772,697,144.739,-1.60753333333332,"herbivory","spp1",697,"Plant2 spp.","Rangifer2 tarandus","herbivory",144.739,-1.60753333333332,"152.851","-0.120190958357103",-8.11199999999999,"daily"
"202","HMK030",183,2008,"Plant2 spp.",0.594931939375032,697,144.739,-1.60753333333332,"herbivory","spp1",697,"Plant2 spp.","Rangifer2 tarandus","herbivory",144.739,-1.60753333333332,"152.851","-0.120190958357103",-8.11199999999999,"daily"
"203","HMK030",183,2009,"Plant2 spp.",0.615967610848854,698,152.319,-1.60753333333332,"herbivory","spp1",698,"Plant2 spp.","Rangifer2 tarandus","herbivory",152.319,-1.60753333333332,"155.001","-0.120190958357103",-2.68200000000002,"daily"
"204","HMK030",183,2009,"Plant2 spp.",-1.22114769786498,698,152.319,-1.60753333333332,"herbivory","spp1",698,"Plant2 spp.","Rangifer2 tarandus","herbivory",152.319,-1.60753333333332,"155.001","-0.120190958357103",-2.68200000000002,"daily"
"205","HMK030",183,2010,"Plant2 spp.",-1.66990868930653,699,139.014,-1.60753333333332,"herbivory","spp1",699,"Plant2 spp.","Rangifer2 tarandus","herbivory",139.014,-1.60753333333332,"157.405","-0.120190958357103",-18.391,"daily"
"206","HMK030",183,2010,"Plant2 spp.",0.419634677093178,699,139.014,-1.60753333333332,"herbivory","spp1",699,"Plant2 spp.","Rangifer2 tarandus","herbivory",139.014,-1.60753333333332,"157.405","-0.120190958357103",-18.391,"daily"
"207","HMK030",183,2011,"Plant2 spp.",-1.55070655095487,700,147.101,-1.60753333333332,"herbivory","spp1",700,"Plant2 spp.","Rangifer2 tarandus","herbivory",147.101,-1.60753333333332,"156.381","-0.120190958357103",-9.28,"daily"
"208","HMK030",183,2011,"Plant2 spp.",0.258361195793872,700,147.101,-1.60753333333332,"herbivory","spp1",700,"Plant2 spp.","Rangifer2 tarandus","herbivory",147.101,-1.60753333333332,"156.381","-0.120190958357103",-9.28,"daily"
"209","HMK031",184,1979,"Diatom2 spp.",0.987403938804545,726,138.4719,-0.881069699999999,"herbivory","spp1",701,"Diatom2 spp.","Acanthocyclops robustus","herbivory",138.4719,-0.881069699999999,"NA","NA",NA,"weekly"
"210","HMK031",184,1980,"Diatom2 spp.",0.69726182097118,727,138.4719,-0.881069699999999,"herbivory","spp1",702,"Diatom2 spp.","Acanthocyclops robustus","herbivory",138.4719,-0.881069699999999,"191.1721","-0.519667611372999",-52.7002,"weekly"
"211","HMK031",184,1981,"Diatom2 spp.",0.119169464027558,728,138.4719,-0.881069699999999,"herbivory","spp1",703,"Diatom2 spp.","Acanthocyclops robustus","herbivory",138.4719,-0.881069699999999,"153.517","-0.519667611372999",-15.0451,"weekly"
"212","HMK031",184,1982,"Diatom2 spp.",0.117165460623572,729,118.2972,-0.881069699999999,"herbivory","spp1",704,"Diatom2 spp.","Acanthocyclops robustus","herbivory",118.2972,-0.881069699999999,"NA","NA",NA,"weekly"
"213","HMK031",184,1983,"Diatom2 spp.",0.115286707432335,730,117.3802,-0.881069699999999,"herbivory","spp1",705,"Diatom2 spp.","Acanthocyclops robustus","herbivory",117.3802,-0.881069699999999,"185.3796","-0.519667611372999",-67.9994,"weekly"
"214","HMK031",184,1984,"Diatom2 spp.",0.11384632998572,731,104.5415,-0.881069699999999,"herbivory","spp1",706,"Diatom2 spp.","Acanthocyclops robustus","herbivory",104.5415,-0.881069699999999,"179.5864","-0.519667611372999",-75.0449,"weekly"
"215","HMK031",184,1985,"Diatom2 spp.",1.01852861667271,732,111.8775,-0.881069699999999,"herbivory","spp1",707,"Diatom2 spp.","Acanthocyclops robustus","herbivory",111.8775,-0.881069699999999,"199.8619","-0.519667611372999",-87.9844,"weekly"
"216","HMK031",184,1986,"Diatom2 spp.",1.01664986348147,733,117.3802,-0.881069699999999,"herbivory","spp1",708,"Diatom2 spp.","Acanthocyclops robustus","herbivory",117.3802,-0.881069699999999,"153.517","-0.519667611372999",-36.1368,"weekly"
"217","HMK031",184,1987,"Diatom2 spp.",1.05626024326338,734,145.8079,-0.881069699999999,"herbivory","spp1",709,"Diatom2 spp.","Acanthocyclops robustus","herbivory",145.8079,-0.881069699999999,"194.0687","-0.519667611372999",-48.2608,"weekly"
"218","HMK031",184,1991,"Diatom2 spp.",0.431355619304771,738,104.5415,-0.881069699999999,"herbivory","spp1",713,"Diatom2 spp.","Acanthocyclops robustus","herbivory",104.5415,-0.881069699999999,"147.7238","-0.519667611372999",-43.1823,"weekly"
