"","studyid","species","year","phenovalue","slope","intid","int_type","spp"
"934","HMK032","Asterionella spp.",1984,133.0427,-0.401231081081081,189,"herbivory","spp1"
"935","HMK032","Asterionella spp.",1985,139.9734,-0.401231081081081,189,"herbivory","spp1"
"936","HMK032","Asterionella spp.",1986,154.3248,-0.401231081081081,189,"herbivory","spp1"
"937","HMK032","Asterionella spp.",1987,140.231,-0.401231081081081,189,"herbivory","spp1"
"938","HMK032","Asterionella spp.",1988,118.9643,-0.401231081081081,189,"herbivory","spp1"
"939","HMK032","Asterionella spp.",1989,133.315,-0.401231081081081,189,"herbivory","spp1"
"940","HMK032","Asterionella spp.",1990,126.147,-0.401231081081081,189,"herbivory","spp1"
"941","HMK032","Asterionella spp.",1991,126.1512,-0.401231081081081,189,"herbivory","spp1"
"942","HMK033","Plant3 spp.",1992,148.901,-0.142683458646601,190,"pollination","spp1"
"943","HMK033","Plant3 spp.",1993,170.207,-0.142683458646601,190,"pollination","spp1"
"944","HMK033","Plant3 spp.",1994,155.959,-0.142683458646601,190,"pollination","spp1"
"945","HMK033","Plant3 spp.",1995,204.697,-0.142683458646601,190,"pollination","spp1"
"946","HMK033","Plant3 spp.",1996,158.957,-0.142683458646601,190,"pollination","spp1"
"947","HMK033","Plant3 spp.",1997,176.201,-0.142683458646601,190,"pollination","spp1"
"948","HMK033","Plant3 spp.",1998,163.985,-0.142683458646601,190,"pollination","spp1"
"949","HMK033","Plant3 spp.",1999,165.993,-0.142683458646601,190,"pollination","spp1"
"950","HMK033","Plant3 spp.",2000,148.189,-0.142683458646601,190,"pollination","spp1"
"951","HMK033","Plant3 spp.",2001,150.703,-0.142683458646601,190,"pollination","spp1"
"952","HMK033","Plant3 spp.",2002,136.963,-0.142683458646601,190,"pollination","spp1"
"953","HMK033","Plant3 spp.",2003,167.922,-0.142683458646601,190,"pollination","spp1"
"954","HMK033","Plant3 spp.",2004,172.975,-0.142683458646601,190,"pollination","spp1"
"955","HMK033","Plant3 spp.",2005,174.475,-0.142683458646601,190,"pollination","spp1"
"956","HMK033","Plant3 spp.",2006,149.56,-0.142683458646601,190,"pollination","spp1"
"957","HMK033","Plant3 spp.",2007,137.343,-0.142683458646601,190,"pollination","spp1"
"958","HMK033","Plant3 spp.",2008,175.922,-0.142683458646601,190,"pollination","spp1"
"959","HMK033","Plant3 spp.",2009,154.056,-0.142683458646601,190,"pollination","spp1"
"960","HMK033","Plant3 spp.",2010,158.6,-0.142683458646601,190,"pollination","spp1"
"961","HMK033","Plant3 spp.",2011,187.527,-0.142683458646601,190,"pollination","spp1"
"962","HMK034","Phytoplankton2 spp.",1972,82.2414,-0.451139031489715,191,"herbivory","spp1"
"963","HMK034","Phytoplankton2 spp.",1974,117.931,-0.451139031489715,191,"herbivory","spp1"
"964","HMK034","Phytoplankton2 spp.",1975,100.345,-0.451139031489715,191,"herbivory","spp1"
"965","HMK034","Phytoplankton2 spp.",1976,96.2069,-0.451139031489715,191,"herbivory","spp1"
"966","HMK034","Phytoplankton2 spp.",1977,106.5515,-0.451139031489715,191,"herbivory","spp1"
"967","HMK034","Phytoplankton2 spp.",1978,114.828,-0.451139031489715,191,"herbivory","spp1"
"968","HMK034","Phytoplankton2 spp.",1980,108.621,-0.451139031489715,191,"herbivory","spp1"
"969","HMK034","Phytoplankton2 spp.",1981,95.1724,-0.451139031489715,191,"herbivory","spp1"
"970","HMK034","Phytoplankton2 spp.",1982,118.966,-0.451139031489715,191,"herbivory","spp1"
"971","HMK034","Phytoplankton2 spp.",1983,102.414,-0.451139031489715,191,"herbivory","spp1"
"972","HMK034","Phytoplankton2 spp.",1984,121.034,-0.451139031489715,191,"herbivory","spp1"
"973","HMK034","Phytoplankton2 spp.",1986,116.897,-0.451139031489715,191,"herbivory","spp1"
"974","HMK034","Phytoplankton2 spp.",1988,93.1034,-0.451139031489715,191,"herbivory","spp1"
"975","HMK034","Phytoplankton2 spp.",1990,96.2069,-0.451139031489715,191,"herbivory","spp1"
"976","HMK034","Phytoplankton2 spp.",1991,92.069,-0.451139031489715,191,"herbivory","spp1"
"977","HMK034","Phytoplankton2 spp.",1992,101.379,-0.451139031489715,191,"herbivory","spp1"
"978","HMK034","Phytoplankton2 spp.",1993,88.9655,-0.451139031489715,191,"herbivory","spp1"
"979","HMK034","Phytoplankton2 spp.",1994,87.931,-0.451139031489715,191,"herbivory","spp1"
"980","HMK035","Acartia hudsonica",1951,225.074,-0.635875616201656,192,"predation","spp1"
"981","HMK035","Acartia hudsonica",1958,200.3,-0.635875616201656,192,"predation","spp1"
"982","HMK035","Acartia hudsonica",1973,210.966,-0.635875616201656,192,"predation","spp1"
"983","HMK035","Acartia hudsonica",1976,192.231,-0.635875616201656,192,"predation","spp1"
"984","HMK035","Acartia hudsonica",1982,200.57,-0.635875616201656,192,"predation","spp1"
"985","HMK035","Acartia hudsonica",1983,192.061,-0.635875616201656,192,"predation","spp1"
"986","HMK035","Acartia hudsonica",2000,185.721,-0.635875616201656,192,"predation","spp1"
"987","HMK035","Acartia hudsonica",2001,184.835,-0.635875616201656,192,"predation","spp1"
"988","HMK035","Acartia hudsonica",2002,169.546,-0.635875616201656,192,"predation","spp1"
"989","HMK035","Acartia hudsonica",2003,196.668,-0.635875616201656,192,"predation","spp1"
"990","HMK035","Acartia hudsonica",2004,183.075,-0.635875616201656,192,"predation","spp1"
"991","HMK036","Diatom3 spp.",1975,43.9024,-0.159716733870978,193,"herbivory","spp1"
"992","HMK036","Diatom3 spp.",1976,66.3415,-0.159716733870978,193,"herbivory","spp1"
"993","HMK036","Diatom3 spp.",1977,60.9756,-0.159716733870978,193,"herbivory","spp1"
"994","HMK036","Diatom3 spp.",1978,53.1707,-0.159716733870978,193,"herbivory","spp1"
"995","HMK036","Diatom3 spp.",1979,68.2927,-0.159716733870978,193,"herbivory","spp1"
"996","HMK036","Diatom3 spp.",1980,81.9512,-0.159716733870978,193,"herbivory","spp1"
"997","HMK036","Diatom3 spp.",1981,47.8049,-0.159716733870978,193,"herbivory","spp1"
"998","HMK036","Diatom3 spp.",1982,81.9512,-0.159716733870978,193,"herbivory","spp1"
"999","HMK036","Diatom3 spp.",1983,75.6098,-0.159716733870978,193,"herbivory","spp1"
"1000","HMK036","Diatom3 spp.",1984,44.878,-0.159716733870978,193,"herbivory","spp1"
"1001","HMK036","Diatom3 spp.",1985,77.561,-0.159716733870978,193,"herbivory","spp1"
"1002","HMK036","Diatom3 spp.",1986,55.6098,-0.159716733870978,193,"herbivory","spp1"
"1003","HMK036","Diatom3 spp.",1987,67.3171,-0.159716733870978,193,"herbivory","spp1"
"1004","HMK036","Diatom3 spp.",1988,68.2927,-0.159716733870978,193,"herbivory","spp1"
"1005","HMK036","Diatom3 spp.",1989,55.122,-0.159716733870978,193,"herbivory","spp1"
"1006","HMK036","Diatom3 spp.",1990,62.9268,-0.159716733870978,193,"herbivory","spp1"
"1007","HMK036","Diatom3 spp.",1991,69.7561,-0.159716733870978,193,"herbivory","spp1"
"1008","HMK036","Diatom3 spp.",1992,58.0488,-0.159716733870978,193,"herbivory","spp1"
"1009","HMK036","Diatom3 spp.",1993,71.7073,-0.159716733870978,193,"herbivory","spp1"
"1010","HMK036","Diatom3 spp.",1994,55.6098,-0.159716733870978,193,"herbivory","spp1"
"1011","HMK036","Diatom3 spp.",1995,51.2195,-0.159716733870978,193,"herbivory","spp1"
"1012","HMK036","Diatom3 spp.",1996,84.3902,-0.159716733870978,193,"herbivory","spp1"
"1013","HMK036","Diatom3 spp.",1997,65.8537,-0.159716733870978,193,"herbivory","spp1"
"1014","HMK036","Diatom3 spp.",1998,50.2439,-0.159716733870978,193,"herbivory","spp1"
"1015","HMK036","Diatom3 spp.",1999,69.2683,-0.159716733870978,193,"herbivory","spp1"
"1016","HMK036","Diatom3 spp.",2000,58.5366,-0.159716733870978,193,"herbivory","spp1"
"1017","HMK036","Diatom3 spp.",2001,74.6341,-0.159716733870978,193,"herbivory","spp1"
"1018","HMK036","Diatom3 spp.",2002,48.2927,-0.159716733870978,193,"herbivory","spp1"
"1019","HMK036","Diatom3 spp.",2003,61.4634,-0.159716733870978,193,"herbivory","spp1"
"1020","HMK036","Diatom3 spp.",2004,61.4634,-0.159716733870978,193,"herbivory","spp1"
"1021","HMK036","Diatom3 spp.",2005,37.561,-0.159716733870978,193,"herbivory","spp1"
"1022","HMK037","Diatom4 spp.",1963,133.271,-0.840239530956854,194,"herbivory","spp1"
"1023","HMK037","Diatom4 spp.",1964,125.938,-0.840239530956854,194,"herbivory","spp1"
"1024","HMK037","Diatom4 spp.",1965,124.938,-0.840239530956854,194,"herbivory","spp1"
"1025","HMK037","Diatom4 spp.",1966,129.625,-0.840239530956854,194,"herbivory","spp1"
"1026","HMK037","Diatom4 spp.",1967,129.104,-0.840239530956854,194,"herbivory","spp1"
"1027","HMK037","Diatom4 spp.",1968,136.354,-0.840239530956854,194,"herbivory","spp1"
"1028","HMK037","Diatom4 spp.",1969,125.979,-0.840239530956854,194,"herbivory","spp1"
"1029","HMK037","Diatom4 spp.",1970,132.75,-0.840239530956854,194,"herbivory","spp1"
"1030","HMK037","Diatom4 spp.",1971,131.188,-0.840239530956854,194,"herbivory","spp1"
"1031","HMK037","Diatom4 spp.",1972,125.417,-0.840239530956854,194,"herbivory","spp1"
"1032","HMK037","Diatom4 spp.",1973,105.667,-0.840239530956854,194,"herbivory","spp1"
"1033","HMK037","Diatom4 spp.",1974,132.229,-0.840239530956854,194,"herbivory","spp1"
"1034","HMK037","Diatom4 spp.",1975,118.167,-0.840239530956854,194,"herbivory","spp1"
"1035","HMK037","Diatom4 spp.",1976,93.6458,-0.840239530956854,194,"herbivory","spp1"
"1036","HMK037","Diatom4 spp.",1977,112.438,-0.840239530956854,194,"herbivory","spp1"
"1037","HMK037","Diatom4 spp.",1978,87.4375,-0.840239530956854,194,"herbivory","spp1"
"1038","HMK037","Diatom4 spp.",1979,120.25,-0.840239530956854,194,"herbivory","spp1"
"1039","HMK037","Diatom4 spp.",1980,77.5,-0.840239530956854,194,"herbivory","spp1"
"1040","HMK037","Diatom4 spp.",1981,140.042,-0.840239530956854,194,"herbivory","spp1"
"1041","HMK037","Diatom4 spp.",1982,134.313,-0.840239530956854,194,"herbivory","spp1"
"1042","HMK037","Diatom4 spp.",1983,115.563,-0.840239530956854,194,"herbivory","spp1"
"1043","HMK037","Diatom4 spp.",1984,109.271,-0.840239530956854,194,"herbivory","spp1"
"1044","HMK037","Diatom4 spp.",1985,121.292,-0.840239530956854,194,"herbivory","spp1"
"1045","HMK037","Diatom4 spp.",1986,96.8125,-0.840239530956854,194,"herbivory","spp1"
"1046","HMK037","Diatom4 spp.",1987,109.833,-0.840239530956854,194,"herbivory","spp1"
"1047","HMK037","Diatom4 spp.",1988,124.896,-0.840239530956854,194,"herbivory","spp1"
"1048","HMK037","Diatom4 spp.",1989,107.75,-0.840239530956854,194,"herbivory","spp1"
"1049","HMK037","Diatom4 spp.",1990,98.8958,-0.840239530956854,194,"herbivory","spp1"
"1050","HMK037","Diatom4 spp.",1991,111.917,-0.840239530956854,194,"herbivory","spp1"
"1051","HMK037","Diatom4 spp.",1992,69.1667,-0.840239530956854,194,"herbivory","spp1"
"1052","HMK037","Diatom4 spp.",1993,93.1667,-0.840239530956854,194,"herbivory","spp1"
"1053","HMK037","Diatom4 spp.",1994,110.354,-0.840239530956854,194,"herbivory","spp1"
"1054","HMK037","Diatom4 spp.",1995,107.229,-0.840239530956854,194,"herbivory","spp1"
"1055","HMK037","Diatom4 spp.",1996,107.188,-0.840239530956854,194,"herbivory","spp1"
"1056","HMK037","Diatom4 spp.",1997,120.771,-0.840239530956854,194,"herbivory","spp1"
"1057","HMK037","Diatom4 spp.",1998,84.3125,-0.840239530956854,194,"herbivory","spp1"
"1058","HMK037","Diatom4 spp.",1999,109.833,-0.840239530956854,194,"herbivory","spp1"
"1059","HMK037","Diatom4 spp.",2000,94.1667,-0.840239530956854,194,"herbivory","spp1"
"1060","HMK037","Diatom4 spp.",2001,100.458,-0.840239530956854,194,"herbivory","spp1"
"1061","HMK037","Diatom4 spp.",2002,100.458,-0.840239530956854,194,"herbivory","spp1"
"1062","HMK037","Diatom4 spp.",1963,133.271,-0.840239530956854,195,"herbivory","spp1"
"1063","HMK037","Diatom4 spp.",1964,125.938,-0.840239530956854,195,"herbivory","spp1"
"1064","HMK037","Diatom4 spp.",1965,124.938,-0.840239530956854,195,"herbivory","spp1"
"1065","HMK037","Diatom4 spp.",1966,129.625,-0.840239530956854,195,"herbivory","spp1"
"1066","HMK037","Diatom4 spp.",1967,129.104,-0.840239530956854,195,"herbivory","spp1"
"1067","HMK037","Diatom4 spp.",1968,136.354,-0.840239530956854,195,"herbivory","spp1"
"1068","HMK037","Diatom4 spp.",1969,125.979,-0.840239530956854,195,"herbivory","spp1"
"1069","HMK037","Diatom4 spp.",1970,132.75,-0.840239530956854,195,"herbivory","spp1"
"1070","HMK037","Diatom4 spp.",1971,131.188,-0.840239530956854,195,"herbivory","spp1"
"1071","HMK037","Diatom4 spp.",1972,125.417,-0.840239530956854,195,"herbivory","spp1"
"1072","HMK037","Diatom4 spp.",1973,105.667,-0.840239530956854,195,"herbivory","spp1"
"1073","HMK037","Diatom4 spp.",1974,132.229,-0.840239530956854,195,"herbivory","spp1"
"1074","HMK037","Diatom4 spp.",1975,118.167,-0.840239530956854,195,"herbivory","spp1"
"1075","HMK037","Diatom4 spp.",1976,93.6458,-0.840239530956854,195,"herbivory","spp1"
"1076","HMK037","Diatom4 spp.",1977,112.438,-0.840239530956854,195,"herbivory","spp1"
"1077","HMK037","Diatom4 spp.",1978,87.4375,-0.840239530956854,195,"herbivory","spp1"
"1078","HMK037","Diatom4 spp.",1979,120.25,-0.840239530956854,195,"herbivory","spp1"
"1079","HMK037","Diatom4 spp.",1980,77.5,-0.840239530956854,195,"herbivory","spp1"
"1080","HMK037","Diatom4 spp.",1981,140.042,-0.840239530956854,195,"herbivory","spp1"
"1081","HMK037","Diatom4 spp.",1982,134.313,-0.840239530956854,195,"herbivory","spp1"
"1082","HMK037","Diatom4 spp.",1983,115.563,-0.840239530956854,195,"herbivory","spp1"
"1083","HMK037","Diatom4 spp.",1984,109.271,-0.840239530956854,195,"herbivory","spp1"
"1084","HMK037","Diatom4 spp.",1985,121.292,-0.840239530956854,195,"herbivory","spp1"
"1085","HMK037","Diatom4 spp.",1986,96.8125,-0.840239530956854,195,"herbivory","spp1"
"1086","HMK037","Diatom4 spp.",1987,109.833,-0.840239530956854,195,"herbivory","spp1"
"1087","HMK037","Diatom4 spp.",1988,124.896,-0.840239530956854,195,"herbivory","spp1"
"1088","HMK037","Diatom4 spp.",1989,107.75,-0.840239530956854,195,"herbivory","spp1"
"1089","HMK037","Diatom4 spp.",1990,98.8958,-0.840239530956854,195,"herbivory","spp1"
"1090","HMK037","Diatom4 spp.",1991,111.917,-0.840239530956854,195,"herbivory","spp1"
"1091","HMK037","Diatom4 spp.",1992,69.1667,-0.840239530956854,195,"herbivory","spp1"
"1092","HMK037","Diatom4 spp.",1993,93.1667,-0.840239530956854,195,"herbivory","spp1"
"1093","HMK037","Diatom4 spp.",1994,110.354,-0.840239530956854,195,"herbivory","spp1"
"1094","HMK037","Diatom4 spp.",1995,107.229,-0.840239530956854,195,"herbivory","spp1"
"1095","HMK037","Diatom4 spp.",1996,107.188,-0.840239530956854,195,"herbivory","spp1"
"1096","HMK037","Diatom4 spp.",1997,120.771,-0.840239530956854,195,"herbivory","spp1"
"1097","HMK037","Diatom4 spp.",1998,84.3125,-0.840239530956854,195,"herbivory","spp1"
"1098","HMK037","Diatom4 spp.",1999,109.833,-0.840239530956854,195,"herbivory","spp1"
"1099","HMK037","Diatom4 spp.",2000,94.1667,-0.840239530956854,195,"herbivory","spp1"
"1100","HMK037","Diatom4 spp.",2001,100.458,-0.840239530956854,195,"herbivory","spp1"
"1101","HMK037","Diatom4 spp.",2002,100.458,-0.840239530956854,195,"herbivory","spp1"
"1102","HMK037","Diatom4 spp.",1963,133.271,-0.840239530956854,196,"herbivory","spp1"
"1103","HMK037","Diatom4 spp.",1964,125.938,-0.840239530956854,196,"herbivory","spp1"
"1104","HMK037","Diatom4 spp.",1965,124.938,-0.840239530956854,196,"herbivory","spp1"
"1105","HMK037","Diatom4 spp.",1966,129.625,-0.840239530956854,196,"herbivory","spp1"
"1106","HMK037","Diatom4 spp.",1967,129.104,-0.840239530956854,196,"herbivory","spp1"
"1107","HMK037","Diatom4 spp.",1968,136.354,-0.840239530956854,196,"herbivory","spp1"
"1108","HMK037","Diatom4 spp.",1969,125.979,-0.840239530956854,196,"herbivory","spp1"
"1109","HMK037","Diatom4 spp.",1970,132.75,-0.840239530956854,196,"herbivory","spp1"
"1110","HMK037","Diatom4 spp.",1971,131.188,-0.840239530956854,196,"herbivory","spp1"
"1111","HMK037","Diatom4 spp.",1972,125.417,-0.840239530956854,196,"herbivory","spp1"
"1112","HMK037","Diatom4 spp.",1973,105.667,-0.840239530956854,196,"herbivory","spp1"
"1113","HMK037","Diatom4 spp.",1974,132.229,-0.840239530956854,196,"herbivory","spp1"
"1114","HMK037","Diatom4 spp.",1975,118.167,-0.840239530956854,196,"herbivory","spp1"
"1115","HMK037","Diatom4 spp.",1976,93.6458,-0.840239530956854,196,"herbivory","spp1"
"1116","HMK037","Diatom4 spp.",1977,112.438,-0.840239530956854,196,"herbivory","spp1"
"1117","HMK037","Diatom4 spp.",1978,87.4375,-0.840239530956854,196,"herbivory","spp1"
"1118","HMK037","Diatom4 spp.",1979,120.25,-0.840239530956854,196,"herbivory","spp1"
"1119","HMK037","Diatom4 spp.",1980,77.5,-0.840239530956854,196,"herbivory","spp1"
"1120","HMK037","Diatom4 spp.",1981,140.042,-0.840239530956854,196,"herbivory","spp1"
"1121","HMK037","Diatom4 spp.",1982,134.313,-0.840239530956854,196,"herbivory","spp1"
"1122","HMK037","Diatom4 spp.",1983,115.563,-0.840239530956854,196,"herbivory","spp1"
"1123","HMK037","Diatom4 spp.",1984,109.271,-0.840239530956854,196,"herbivory","spp1"
"1124","HMK037","Diatom4 spp.",1985,121.292,-0.840239530956854,196,"herbivory","spp1"
"1125","HMK037","Diatom4 spp.",1986,96.8125,-0.840239530956854,196,"herbivory","spp1"
"1126","HMK037","Diatom4 spp.",1987,109.833,-0.840239530956854,196,"herbivory","spp1"
"1127","HMK037","Diatom4 spp.",1988,124.896,-0.840239530956854,196,"herbivory","spp1"
"1128","HMK037","Diatom4 spp.",1989,107.75,-0.840239530956854,196,"herbivory","spp1"
"1129","HMK037","Diatom4 spp.",1990,98.8958,-0.840239530956854,196,"herbivory","spp1"
"1130","HMK037","Diatom4 spp.",1991,111.917,-0.840239530956854,196,"herbivory","spp1"
"1131","HMK037","Diatom4 spp.",1992,69.1667,-0.840239530956854,196,"herbivory","spp1"
"1132","HMK037","Diatom4 spp.",1993,93.1667,-0.840239530956854,196,"herbivory","spp1"
"1133","HMK037","Diatom4 spp.",1994,110.354,-0.840239530956854,196,"herbivory","spp1"
"1134","HMK037","Diatom4 spp.",1995,107.229,-0.840239530956854,196,"herbivory","spp1"
"1135","HMK037","Diatom4 spp.",1996,107.188,-0.840239530956854,196,"herbivory","spp1"
"1136","HMK037","Diatom4 spp.",1997,120.771,-0.840239530956854,196,"herbivory","spp1"
"1137","HMK037","Diatom4 spp.",1998,84.3125,-0.840239530956854,196,"herbivory","spp1"
"1138","HMK037","Diatom4 spp.",1999,109.833,-0.840239530956854,196,"herbivory","spp1"
"1139","HMK037","Diatom4 spp.",2000,94.1667,-0.840239530956854,196,"herbivory","spp1"
"1140","HMK037","Diatom4 spp.",2001,100.458,-0.840239530956854,196,"herbivory","spp1"
"1141","HMK037","Diatom4 spp.",2002,100.458,-0.840239530956854,196,"herbivory","spp1"
"1142","HMK038","Parus3 major",1980,122.045,-0.193936752136753,199,"predation","spp1"
"1143","HMK038","Parus3 major",1981,110.455,-0.193936752136753,199,"predation","spp1"
"1144","HMK038","Parus3 major",1982,123.636,-0.193936752136753,199,"predation","spp1"
"1145","HMK038","Parus3 major",1983,113.636,-0.193936752136753,199,"predation","spp1"
"1146","HMK038","Parus3 major",1984,122.727,-0.193936752136753,199,"predation","spp1"
"1147","HMK038","Parus3 major",1985,117.5,-0.193936752136753,199,"predation","spp1"
"1148","HMK038","Parus3 major",1986,117.273,-0.193936752136753,199,"predation","spp1"
"1149","HMK038","Parus3 major",1987,115.909,-0.193936752136753,199,"predation","spp1"
"1150","HMK038","Parus3 major",1988,119.318,-0.193936752136753,199,"predation","spp1"
"1151","HMK038","Parus3 major",1989,112.273,-0.193936752136753,199,"predation","spp1"
"1152","HMK038","Parus3 major",1990,107.5,-0.193936752136753,199,"predation","spp1"
"1153","HMK038","Parus3 major",1991,118.182,-0.193936752136753,199,"predation","spp1"
"1154","HMK038","Parus3 major",1992,113.182,-0.193936752136753,199,"predation","spp1"
"1155","HMK038","Parus3 major",1993,118.182,-0.193936752136753,199,"predation","spp1"
"1156","HMK038","Parus3 major",1994,112.727,-0.193936752136753,199,"predation","spp1"
"1157","HMK038","Parus3 major",1995,119.091,-0.193936752136753,199,"predation","spp1"
"1158","HMK038","Parus3 major",1996,116.818,-0.193936752136753,199,"predation","spp1"
"1159","HMK038","Parus3 major",1997,122.045,-0.193936752136753,199,"predation","spp1"
"1160","HMK038","Parus3 major",1998,116.136,-0.193936752136753,199,"predation","spp1"
"1161","HMK038","Parus3 major",1999,107.955,-0.193936752136753,199,"predation","spp1"
"1162","HMK038","Parus3 major",2000,111.591,-0.193936752136753,199,"predation","spp1"
"1163","HMK038","Parus3 major",2001,117.955,-0.193936752136753,199,"predation","spp1"
"1164","HMK038","Parus3 major",2002,114.545,-0.193936752136753,199,"predation","spp1"
"1165","HMK038","Parus3 major",2003,117.955,-0.193936752136753,199,"predation","spp1"
"1166","HMK038","Parus3 major",2004,111.136,-0.193936752136753,199,"predation","spp1"
"1167","HMK038","Parus3 major",2005,110.227,-0.193936752136753,199,"predation","spp1"
"1168","HMK038","Sitta europaea",1980,108.409,-0.0894314529914536,200,"predation","spp1"
"1169","HMK038","Sitta europaea",1981,102.5,-0.0894314529914536,200,"predation","spp1"
"1170","HMK038","Sitta europaea",1982,112.5,-0.0894314529914536,200,"predation","spp1"
"1171","HMK038","Sitta europaea",1983,102.955,-0.0894314529914536,200,"predation","spp1"
"1172","HMK038","Sitta europaea",1984,112.045,-0.0894314529914536,200,"predation","spp1"
"1173","HMK038","Sitta europaea",1985,107.5,-0.0894314529914536,200,"predation","spp1"
"1174","HMK038","Sitta europaea",1986,108.636,-0.0894314529914536,200,"predation","spp1"
"1175","HMK038","Sitta europaea",1987,104.773,-0.0894314529914536,200,"predation","spp1"
"1176","HMK038","Sitta europaea",1988,108.409,-0.0894314529914536,200,"predation","spp1"
"1177","HMK038","Sitta europaea",1989,106.818,-0.0894314529914536,200,"predation","spp1"
"1178","HMK038","Sitta europaea",1990,101.818,-0.0894314529914536,200,"predation","spp1"
"1179","HMK038","Sitta europaea",1991,109.318,-0.0894314529914536,200,"predation","spp1"
"1180","HMK038","Sitta europaea",1992,104.318,-0.0894314529914536,200,"predation","spp1"
"1181","HMK038","Sitta europaea",1993,107.955,-0.0894314529914536,200,"predation","spp1"
"1182","HMK038","Sitta europaea",1994,105.909,-0.0894314529914536,200,"predation","spp1"
"1183","HMK038","Sitta europaea",1995,111.364,-0.0894314529914536,200,"predation","spp1"
"1184","HMK038","Sitta europaea",1996,109.545,-0.0894314529914536,200,"predation","spp1"
"1185","HMK038","Sitta europaea",1997,114.091,-0.0894314529914536,200,"predation","spp1"
"1186","HMK038","Sitta europaea",1998,103.409,-0.0894314529914536,200,"predation","spp1"
"1187","HMK038","Sitta europaea",1999,101.591,-0.0894314529914536,200,"predation","spp1"
"1188","HMK038","Sitta europaea",2000,103.409,-0.0894314529914536,200,"predation","spp1"
"1189","HMK038","Sitta europaea",2001,106.136,-0.0894314529914536,200,"predation","spp1"
"1190","HMK038","Sitta europaea",2002,102.273,-0.0894314529914536,200,"predation","spp1"
"1191","HMK038","Sitta europaea",2003,115,-0.0894314529914536,200,"predation","spp1"
"1192","HMK038","Sitta europaea",2004,100.682,-0.0894314529914536,200,"predation","spp1"
"1193","HMK038","Sitta europaea",2005,104.318,-0.0894314529914536,200,"predation","spp1"
"1194","HMK038","Parus caeruleus",1980,119.318,-0.170304273504273,198,"predation","spp1"
"1195","HMK038","Parus caeruleus",1981,110,-0.170304273504273,198,"predation","spp1"
"1196","HMK038","Parus caeruleus",1982,122.273,-0.170304273504273,198,"predation","spp1"
"1197","HMK038","Parus caeruleus",1983,117.045,-0.170304273504273,198,"predation","spp1"
"1198","HMK038","Parus caeruleus",1984,117.273,-0.170304273504273,198,"predation","spp1"
"1199","HMK038","Parus caeruleus",1985,112.273,-0.170304273504273,198,"predation","spp1"
"1200","HMK038","Parus caeruleus",1986,116.818,-0.170304273504273,198,"predation","spp1"
"1201","HMK038","Parus caeruleus",1987,117.273,-0.170304273504273,198,"predation","spp1"
"1202","HMK038","Parus caeruleus",1988,115,-0.170304273504273,198,"predation","spp1"
"1203","HMK038","Parus caeruleus",1989,109.773,-0.170304273504273,198,"predation","spp1"
"1204","HMK038","Parus caeruleus",1990,106.136,-0.170304273504273,198,"predation","spp1"
"1205","HMK038","Parus caeruleus",1991,110,-0.170304273504273,198,"predation","spp1"
"1206","HMK038","Parus caeruleus",1992,111.818,-0.170304273504273,198,"predation","spp1"
"1207","HMK038","Parus caeruleus",1993,116.591,-0.170304273504273,198,"predation","spp1"
"1208","HMK038","Parus caeruleus",1994,110.455,-0.170304273504273,198,"predation","spp1"
"1209","HMK038","Parus caeruleus",1995,119.091,-0.170304273504273,198,"predation","spp1"
"1210","HMK038","Parus caeruleus",1996,119.091,-0.170304273504273,198,"predation","spp1"
"1211","HMK038","Parus caeruleus",1997,118.182,-0.170304273504273,198,"predation","spp1"
"1212","HMK038","Parus caeruleus",1998,113.864,-0.170304273504273,198,"predation","spp1"
"1213","HMK038","Parus caeruleus",1999,107.273,-0.170304273504273,198,"predation","spp1"
"1214","HMK038","Parus caeruleus",2000,110.455,-0.170304273504273,198,"predation","spp1"
"1215","HMK038","Parus caeruleus",2001,115.227,-0.170304273504273,198,"predation","spp1"
"1216","HMK038","Parus caeruleus",2002,111.364,-0.170304273504273,198,"predation","spp1"
"1217","HMK038","Parus caeruleus",2003,116.364,-0.170304273504273,198,"predation","spp1"
"1218","HMK038","Parus caeruleus",2004,111.364,-0.170304273504273,198,"predation","spp1"
"1219","HMK038","Parus caeruleus",2005,109.773,-0.170304273504273,198,"predation","spp1"
"1220","HMK038","Ficedula2 albicollis",1980,138.636,-0.339953162393162,197,"predation","spp1"
"1221","HMK038","Ficedula2 albicollis",1981,134.773,-0.339953162393162,197,"predation","spp1"
"1222","HMK038","Ficedula2 albicollis",1982,138.182,-0.339953162393162,197,"predation","spp1"
"1223","HMK038","Ficedula2 albicollis",1983,127.955,-0.339953162393162,197,"predation","spp1"
"1224","HMK038","Ficedula2 albicollis",1984,136.364,-0.339953162393162,197,"predation","spp1"
"1225","HMK038","Ficedula2 albicollis",1985,132.955,-0.339953162393162,197,"predation","spp1"
"1226","HMK038","Ficedula2 albicollis",1986,131.364,-0.339953162393162,197,"predation","spp1"
"1227","HMK038","Ficedula2 albicollis",1987,134.091,-0.339953162393162,197,"predation","spp1"
"1228","HMK038","Ficedula2 albicollis",1988,130.909,-0.339953162393162,197,"predation","spp1"
"1229","HMK038","Ficedula2 albicollis",1989,130.227,-0.339953162393162,197,"predation","spp1"
"1230","HMK038","Ficedula2 albicollis",1990,132.955,-0.339953162393162,197,"predation","spp1"
