studyid,studylocation,datasource,methods,site,envfactor,envparameter,sampleduration,seasonalblock,envtype,year,envunits,envvalue,species,phenophase,extra
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,1988,C,1.060811,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,1989,C,4.248649,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,1990,C,3.455405,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,1991,C,1.12973,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,1992,C,1.817568,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,1993,C,3.739189,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,1994,C,2.133784,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,1995,C,1.662162,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,1996,C,0.772973,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,1997,C,-0.847297,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,1998,C,0.881081,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,1999,C,2.5,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,2000,C,2.635135,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,2001,C,1.141892,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,2002,C,3.821622,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,2003,C,2.672973,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,2004,C,3.066216,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,2005,C,1.478378,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,2006,C,2.491892,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,2007,C,3.294595,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,2008,C,1.952703,Epirrita autumnata,peak,NA
HMK011,"Oulunsalo, Finland",authors,weather station,NA,temperature,mean,monthly,march-may,air,2009,C,1.917568,Epirrita autumnata,peak,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1985,C,-0.676923,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1986,C,-0.769231,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1987,C,-0.461538,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1988,C,-0.4,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1989,C,1.72308,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1990,C,2.30769,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1991,C,-0.184615,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1992,C,0.430769,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1993,C,0.738462,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1994,C,-0.676923,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1995,C,0.307692,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1996,C,-0.276923,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1997,C,-0.8,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1998,C,0.707692,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,1999,C,-1.72308,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,2000,C,-0.8,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,2001,C,-1.26154,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,2002,C,1.72308,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,2003,C,0,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,2004,C,0.523077,Cerorhinca monocerata,NA,NA
HMK016,"Teuri Island, Japan Sea",paper,sampled,NA,temperature,mean,monthly,March,air,2005,C,-0.430769,Cerorhinca monocerata,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1944,C,-4,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1945,C,-2.5,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1946,C,NA,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1947,C,-2.9,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1948,C,-2.6,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1949,C,-3.6,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1950,C,-2.2,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1951,C,-2.9,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1952,C,-2.8,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1953,C,-3.7,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1954,C,-1.5,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1955,C,-1.6,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1956,C,-2.1,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1957,C,-5.9,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1958,C,-2.9,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1959,C,-3.6,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1960,C,-2.5,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1961,C,-2.7,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1962,C,-1,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1963,C,-4.3,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1964,C,-0.9,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1965,C,-5,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1966,C,-3.4,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1967,C,-3.2,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1968,C,-2.5,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1969,C,-5.1,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1970,C,-1.4,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1971,C,-1.4,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1972,C,-2.4,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1973,C,-2.3,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1974,C,-1.8,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1975,C,-1.3,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1976,C,-2.6,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1977,C,-3.4,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1978,C,-2,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1979,C,-3,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1980,C,-3.5,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1981,C,-4.6,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1982,C,-3.4,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1983,C,-2.7,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1984,C,-3.1,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1985,C,-1.5,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1986,C,-2.8,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1987,C,-2.8,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1988,C,-3.3,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1989,C,-0.8,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1990,C,-2.4,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1991,C,-3.7,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1992,C,-3.4,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1993,C,-2.4,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1994,C,-6,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1995,C,-1.9,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1996,C,-1.9,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1997,C,-3.2,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1998,C,-2.3,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,1999,C,-2,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,2000,C,-2,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,2001,C,-1.3,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,2002,C,-5.8,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,2003,C,-2.5,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,2004,C,-2.8,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,2005,C,-1.7,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,2006,C,-1.5,all,NA,NA
HMK018,"Bellingshausen, Antarctica",authors,weather station,admiralty,temperature,mean,monthly,october,air,2007,C,NA,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1944,C,-6.2,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1945,C,-7.4,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1946,C,-8.7,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1947,C,-4.9,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1948,C,-4.6,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1949,C,-5,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1950,C,-4.7,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1951,C,-5.4,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1952,C,-6.6,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1953,C,-6.2,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1954,C,-2.9,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1955,C,-3.4,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1956,C,-2.6,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1957,C,-7.6,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1958,C,-5,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1959,C,-5.2,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1960,C,-4.3,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1961,C,-5.9,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1962,C,-3.3,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1963,C,-8.5,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1964,C,-2.2,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1965,C,-8.4,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1966,C,-6.1,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1967,C,-7.1,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1968,C,-4.1,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1969,C,-7.1,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1970,C,-3.5,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1971,C,-1.8,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1972,C,-3.5,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1973,C,-3.7,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1974,C,-2.5,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1975,C,-3.4,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1976,C,-5.3,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1977,C,-8.5,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1978,C,-5.8,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1979,C,-5.5,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1980,C,-6.5,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1981,C,-6.8,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1982,C,-7.5,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1983,C,-4.7,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1984,C,-5.9,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1985,C,-3.2,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1986,C,-6.2,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1987,C,-4.9,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1988,C,-2.5,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1989,C,-1.6,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1990,C,-4.3,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1991,C,-7.5,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1992,C,-3.9,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1993,C,-4.9,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1994,C,-9.5,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1995,C,-3.8,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1996,C,-3.9,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1997,C,-3.6,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1998,C,-3.3,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,1999,C,-3.6,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,2000,C,-1.8,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,2001,C,-2.9,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,2002,C,-4.9,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,2003,C,-4.1,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,2004,C,-6.5,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,2005,C,-2.8,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,2006,C,-1.9,all,NA,NA
HMK018,"Vernadsky, Antarctica",authors,weather station,petermann,temperature,mean,monthly,october,air,2007,C,-4.5,all,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1969,C,4.34629,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1970,C,4.48763,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1971,C,6.30742,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1972,C,5.91873,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1973,C,5.848055,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1974,C,6.41343,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1975,C,7.031805,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1976,C,5.74205,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1977,C,5.229685,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1978,C,4.947,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1979,C,3.23322,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1980,C,4.91166,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1981,C,6.23675,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1982,C,5.777385,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1983,C,4.84099,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1984,C,4.929325,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1985,C,4.734985,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1986,C,4.134275,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1987,C,5.194345,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1988,C,5.371025,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1989,C,6.66078,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1990,C,6.89046,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1991,C,5.90106,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1992,C,6.431095,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1993,C,6.342755,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1994,C,5.42403,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1995,C,6.095405,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1996,C,4.805655,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1997,C,6.76678,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1998,C,7.13781,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,1999,C,6.607775,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,2000,C,6.978795,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,2001,C,5.22968,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,2002,C,7.349825,Phytoplankton1 spp.,NA,NA
HMK019,"North and South Basin of Windermere, UK",paper,sampled,north,temperature,mean,monthly,march-april,water,2003,C,7.226145,Phytoplankton1 spp.,NA,NA
