studyid,site,predictunits,predictvalue,genus,species,genus_2nd,spp_2nd,phenophase,pheno,phenounits,phenovalue,phenofreq,phenovarunit,phenovarvalue,fitnesscomp,fitnessunit,fitnessvalue,fitnessvarunit,fitnessvarvalue,
HMK019,north,year,1986,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,136.407,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,1986,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,142.51,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,1987,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.996,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,1987,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,127.378,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,1989,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,132.141,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,1989,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,133.715,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,1989,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,137.154,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,1990,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.726,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,1990,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,128.523,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,1991,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,134.485,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,1992,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,138.707,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,1992,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,124.207,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,1993,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,131.762,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,1993,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,123.268,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,1994,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,129.112,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,1995,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,126.497,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,1995,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.869,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,1996,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,140.409,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,1996,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,139.807,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,1997,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,128.232,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,1997,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.13,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,1998,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,128.187,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,1999,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,126.878,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,1999,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,124.883,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,2000,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,124.259,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,2000,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,128.589,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,2001,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,134.47,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,2001,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,136.145,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,2002,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,124.177,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,2002,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,124.612,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,2003,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.897,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,2004,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,118.985,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,2004,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,124.095,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,2005,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,128.21,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,2005,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,125.323,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,2006,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.415,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,south,year,2006,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,130.626,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,2007,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,120.131,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,2008,Perca,fluviatillis,NA,NA,mean seasonal timing of peak metrics,peak,doy,126.487,daily,NA,NA,NA,NA,NA,NA,NA,
HMK019,north,year,1969,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,118.732,daily,NA,NA,NA,NA,NA,NA,,
HMK019,north,year,1970,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,124.352,daily,NA,NA,NA,NA,NA,NA,,
HMK019,north,year,1971,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,104.467,daily,NA,NA,NA,NA,NA,NA,,
HMK019,north,year,1972,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,109.654,daily,NA,NA,NA,NA,NA,NA,,
HMK019,north,year,1974,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,87.1758,daily,NA,NA,NA,NA,NA,NA,,
HMK019,north,year,1975,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,105.764,daily,NA,NA,NA,NA,NA,NA,,
HMK019,north,year,1976,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,84.5821,daily,NA,NA,NA,NA,NA,NA,,
HMK019,north,year,1977,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,111.816,daily,NA,NA,NA,NA,NA,NA,,
HMK019,north,year,1978,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,111.816,daily,NA,NA,NA,NA,NA,NA,,
HMK019,north,year,1979,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,122.622,daily,NA,NA,NA,NA,NA,NA,,
HMK019,north,year,1980,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,101.873,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1981,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,98.415,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1982,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,110.086,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1983,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,108.79,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1984,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,110.086,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1985,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,109.222,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1986,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,87.1758,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1987,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,108.357,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1988,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,99.7118,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1989,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,110.086,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1990,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,85.4467,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1991,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,84.5821,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1992,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,100.576,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1993,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,77.2334,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1994,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,99.7118,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1995,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,104.467,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1996,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,101.441,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1997,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,84.5821,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1998,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,90.2017,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,1999,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,97.1182,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,2000,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,96.2536,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,2001,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,104.899,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,2002,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,88.4726,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,2003,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,85.0144,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,2004,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,92.7954,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,2005,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,83.7176,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,2006,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,87.6081,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,2007,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,91.4986,daily,NA,NA,NA,NA,NA,NA
HMK019,north,year,2008,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,88.0403,daily,NA,NA,NA,NA,NA,NA
HMK019,south,year,1969,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,100.885,daily,NA,NA,NA,NA,NA,
HMK019,south,year,1971,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,96.6027,daily,NA,NA,NA,NA,NA,
HMK019,south,year,1973,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,76.8018,daily,NA,NA,NA,NA,NA,
HMK019,south,year,1974,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,85.8681,daily,NA,NA,NA,NA,NA
HMK019,south,year,1975,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,91.9181,daily,NA,NA,NA,NA,NA
HMK019,south,year,1976,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,79.8625,daily,NA,NA,NA,NA,NA
HMK019,south,year,1977,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,78.1528,daily,NA,NA,NA,NA,NA
HMK019,south,year,1978,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,103.6,daily,NA,NA,NA,NA,NA
HMK019,south,year,1979,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,94.9922,daily,NA,NA,NA,NA,NA
HMK019,south,year,1980,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,88.1101,daily,NA,NA,NA,NA,NA
HMK019,south,year,1982,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,94.1736,daily,NA,NA,NA,NA,NA
HMK019,south,year,1983,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,91.6008,daily,NA,NA,NA,NA,NA
HMK019,south,year,1984,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,98.5139,daily,NA,NA,NA,NA,NA
HMK019,south,year,1985,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,93.7849,daily,NA,NA,NA,NA,NA
HMK019,south,year,1986,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,71.8165,daily,NA,NA,NA,NA,NA
HMK019,south,year,1987,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,93.3839,daily,NA,NA,NA,NA,NA
HMK019,south,year,1988,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,89.088,daily,NA,NA,NA,NA,NA
HMK019,south,year,1989,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,94.7059,daily,NA,NA,NA,NA,NA
HMK019,south,year,1990,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,68.4261,daily,NA,NA,NA,NA,NA
HMK019,south,year,1991,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,63.2671,daily,NA,NA,NA,NA,NA
HMK019,south,year,1992,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,85.6986,daily,NA,NA,NA,NA,NA
HMK019,south,year,1993,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,58.5577,daily,NA,NA,NA,NA,NA
HMK019,south,year,1994,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,68.485,daily,NA,NA,NA,NA,NA
HMK019,south,year,1995,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,96.0869,daily,NA,NA,NA,NA,NA
HMK019,south,year,1997,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,62.4939,daily,NA,NA,NA,NA,NA
HMK019,south,year,1998,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,87.9396,daily,NA,NA,NA,NA,NA
HMK019,south,year,1999,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,87.0909,daily,NA,NA,NA,NA,NA
HMK019,south,year,2000,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,72.0201,daily,NA,NA,NA,NA,NA
HMK019,south,year,2001,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,87.983,daily,NA,NA,NA,NA,NA
HMK019,south,year,2002,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,84.116,daily,NA,NA,NA,NA,NA
HMK019,south,year,2003,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,85.4236,daily,NA,NA,NA,NA,NA
HMK019,south,year,2004,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,79.4046,daily,NA,NA,NA,NA,NA
HMK019,south,year,2005,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,83.2984,daily,NA,NA,NA,NA,NA
HMK019,south,year,2006,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,80.2936,daily,NA,NA,NA,NA,NA
HMK019,south,year,2007,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,87.2067,daily,NA,NA,NA,NA,NA
HMK019,south,year,2008,Phytoplankton1,spp.,NA,NA,mean seasonal timing of onset-type metrics,start,doy,78.1694,daily,NA,NA,NA,NA,NA,,,
HMK020,NA,year,2009,Quercus1,robur,NA,NA,budburst,peak,doy,106,daily,NA,NA,NA,NA,NA,NA,NA,
HMK020,NA,year,2010,Quercus1,robur,NA,NA,budburst,peak,doy,110,daily,NA,NA,NA,NA,NA,NA,NA,
HMK020,NA,year,2011,Quercus1,robur,NA,NA,budburst,peak,doy,93,daily,NA,NA,NA,NA,NA,NA,NA,
HMK020,NA,year,2009,Thaumetopoea,processionea,NA,NA,egg hatch,peak,doy,96,daily,NA,NA,NA,NA,NA,NA,NA,
HMK020,NA,year,2010,Thaumetopoea,processionea,NA,NA,egg hatch,peak,doy,97,daily,NA,NA,NA,NA,NA,NA,NA,
HMK020,NA,year,2011,Thaumetopoea,processionea,NA,NA,egg hatch,peak,doy,88,daily,NA,NA,NA,NA,NA,NA,NA,
HMK021,NA,year,1998,Dasineura,mali,NA,NA,egg infestation,peak,doy,356,daily,NA,NA,NA,NA,NA,NA,NA,
HMK021,NA,year,1999,Dasineura,mali,NA,NA,egg infestation,peak,doy,347,daily,NA,NA,NA,NA,NA,NA,NA,
HMK021,NA,year,1998,Platygaster,demades,NA,NA,number of adults,peak,doy,346,daily,NA,NA,NA,NA,NA,NA,NA,
HMK021,NA,year,1999,Platygaster,demades,NA,NA,number of adults,peak,doy,339,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,nopporo,year,1999,Bombus,spp.,NA,NA,first detection date,start,doy,117,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,tomakomai,year,1999,Bombus,spp.,NA,NA,first detection date,start,doy,114,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,nopporo,year,2000,Bombus,spp.,NA,NA,first detection date,start,doy,122,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,tomakomai,year,2000,Bombus,spp.,NA,NA,first detection date,start,doy,120,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,nopporo,year,2001,Bombus,spp.,NA,NA,first detection date,start,doy,115,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,tomakomai,year,2001,Bombus,spp.,NA,NA,first detection date,start,doy,117,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,jozankei,year,2002,Bombus,spp.,NA,NA,first detection date,start,doy,115,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,nopporo,year,2002,Bombus,spp.,NA,NA,first detection date,start,doy,111,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,tomakomai,year,2002,Bombus,spp.,NA,NA,first detection date,start,doy,107,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,jozankei,year,2003,Bombus,spp.,NA,NA,first detection date,start,doy,123,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,nopporo,year,2003,Bombus,spp.,NA,NA,first detection date,start,doy,115,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,tomakomai,year,2003,Bombus,spp.,NA,NA,first detection date,start,doy,115,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,nopporo,year,2004,Bombus,spp.,NA,NA,first detection date,start,doy,116,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,tomakomai,year,2004,Bombus,spp.,NA,NA,first detection date,start,doy,NA,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,nopporo,year,2005,Bombus,spp.,NA,NA,first detection date,start,doy,119,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,tomakomai,year,2005,Bombus,spp.,NA,NA,first detection date,start,doy,123,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,nopporo,year,2006,Bombus,spp.,NA,NA,first detection date,start,doy,117,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,tomakomai,year,2006,Bombus,spp.,NA,NA,first detection date,start,doy,124,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,jozankei,year,2007,Bombus,spp.,NA,NA,first detection date,start,doy,125,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,nopporo,year,2007,Bombus,spp.,NA,NA,first detection date,start,doy,115,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,tomakomai,year,2007,Bombus,spp.,NA,NA,first detection date,start,doy,114,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,jozankei,year,2008,Bombus,spp.,NA,NA,first detection date,start,doy,116,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,nopporo,year,2008,Bombus,spp.,NA,NA,first detection date,start,doy,114,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,tomakomai,year,2008,Bombus,spp.,NA,NA,first detection date,start,doy,111,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,jozankei,year,2009,Bombus,spp.,NA,NA,first detection date,start,doy,121,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,nopporo,year,2009,Bombus,spp.,NA,NA,first detection date,start,doy,112,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,nopporo,year,2010,Bombus,spp.,NA,NA,first detection date,start,doy,116,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,jozankei,year,2011,Bombus,spp.,NA,NA,first detection date,start,doy,128,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,nopporo,year,2011,Bombus,spp.,NA,NA,first detection date,start,doy,121,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,jozankei,year,2012,Bombus,spp.,NA,NA,first detection date,start,doy,128,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,nopporo,year,2012,Bombus,spp.,NA,NA,first detection date,start,doy,118,daily,NA,NA,NA,NA,NA,NA,NA,
HMK023,jozankei,year,1999,Corydalis,ambigua,NA,NA,onset flowering,start,doy,130,daily,NA,NA,seet set,ratio,0.74,NA,NA,
HMK023,nopporo,year,1999,Corydalis,ambigua,NA,NA,onset flowering,start,doy,113,daily,NA,NA,seet set,ratio,0.34,NA,NA,
HMK023,tomakomai,year,1999,Corydalis,ambigua,NA,NA,onset flowering,start,doy,111,daily,NA,NA,seet set,ratio,0.58,NA,NA,
HMK023,jozankei,year,2000,Corydalis,ambigua,NA,NA,onset flowering,start,doy,132,daily,NA,NA,seet set,ratio,0.64,NA,NA,
HMK023,nopporo,year,2000,Corydalis,ambigua,NA,NA,onset flowering,start,doy,121,daily,NA,NA,seet set,ratio,0.41,NA,NA,
HMK023,tomakomai,year,2000,Corydalis,ambigua,NA,NA,onset flowering,start,doy,115,daily,NA,NA,seet set,ratio,0.38,NA,NA,
HMK023,jozankei,year,2001,Corydalis,ambigua,NA,NA,onset flowering,start,doy,130,daily,NA,NA,seet set,ratio,0.73,NA,NA,
HMK023,nopporo,year,2001,Corydalis,ambigua,NA,NA,onset flowering,start,doy,114,daily,NA,NA,seet set,ratio,0.54,NA,NA,
HMK023,tomakomai,year,2001,Corydalis,ambigua,NA,NA,onset flowering,start,doy,116,daily,NA,NA,seet set,ratio,0.47,NA,NA,
HMK023,jozankei,year,2002,Corydalis,ambigua,NA,NA,onset flowering,start,doy,110,daily,NA,NA,seet set,ratio,0.32,NA,NA,
HMK023,nopporo,year,2002,Corydalis,ambigua,NA,NA,onset flowering,start,doy,104,daily,NA,NA,seet set,ratio,0.14,NA,NA,
HMK023,tomakomai,year,2002,Corydalis,ambigua,NA,NA,onset flowering,start,doy,100,daily,NA,NA,seet set,ratio,0.04,NA,NA,
HMK023,jozankei,year,2003,Corydalis,ambigua,NA,NA,onset flowering,start,doy,121,daily,NA,NA,seet set,ratio,0.6,NA,NA,
HMK023,nopporo,year,2003,Corydalis,ambigua,NA,NA,onset flowering,start,doy,108,daily,NA,NA,seet set,ratio,0.25,NA,NA,
HMK023,tomakomai,year,2003,Corydalis,ambigua,NA,NA,onset flowering,start,doy,111,daily,NA,NA,seet set,ratio,0.44,NA,NA,
HMK023,jozankei,year,2004,Corydalis,ambigua,NA,NA,onset flowering,start,doy,126,daily,NA,NA,seet set,ratio,0.3,NA,NA,
HMK023,nopporo,year,2004,Corydalis,ambigua,NA,NA,onset flowering,start,doy,111,daily,NA,NA,seet set,ratio,NA,NA,NA,
HMK023,tomakomai,year,2004,Corydalis,ambigua,NA,NA,onset flowering,start,doy,111,daily,NA,NA,seet set,ratio,0.16,NA,NA,
HMK023,jozankei,year,2005,Corydalis,ambigua,NA,NA,onset flowering,start,doy,130,daily,NA,NA,seet set,ratio,0.75,NA,NA,
HMK023,nopporo,year,2005,Corydalis,ambigua,NA,NA,onset flowering,start,doy,116,daily,NA,NA,seet set,ratio,0.35,NA,NA,
HMK023,tomakomai,year,2005,Corydalis,ambigua,NA,NA,onset flowering,start,doy,118,daily,NA,NA,seet set,ratio,0.35,NA,NA,
HMK023,jozankei,year,2006,Corydalis,ambigua,NA,NA,onset flowering,start,doy,130,daily,NA,NA,seet set,ratio,0.49,NA,NA,
HMK023,nopporo,year,2006,Corydalis,ambigua,NA,NA,onset flowering,start,doy,116,daily,NA,NA,seet set,ratio,0.15,NA,NA,
HMK023,tomakomai,year,2006,Corydalis,ambigua,NA,NA,onset flowering,start,doy,117,daily,NA,NA,seet set,ratio,0.2,NA,NA,
HMK023,jozankei,year,2007,Corydalis,ambigua,NA,NA,onset flowering,start,doy,132,daily,NA,NA,seet set,ratio,0.78,NA,NA,
HMK023,nopporo,year,2007,Corydalis,ambigua,NA,NA,onset flowering,start,doy,113,daily,NA,NA,seet set,ratio,0.51,NA,NA,
HMK023,tomakomai,year,2007,Corydalis,ambigua,NA,NA,onset flowering,start,doy,115,daily,NA,NA,seet set,ratio,0.78,NA,NA,
HMK023,jozankei,year,2008,Corydalis,ambigua,NA,NA,onset flowering,start,doy,111,daily,NA,NA,seet set,ratio,0.2,NA,NA,
HMK023,nopporo,year,2008,Corydalis,ambigua,NA,NA,onset flowering,start,doy,107,daily,NA,NA,seet set,ratio,0.29,NA,NA,
HMK023,tomakomai,year,2008,Corydalis,ambigua,NA,NA,onset flowering,start,doy,109,daily,NA,NA,seet set,ratio,0.44,NA,NA,
