"","studyid","year","envvalue","z","envfactor","X","species","phenovalue","slope","intid","int_type","spp"
"1073","HMK019",1979,7.3365725,-1.26355526283267,"temperature",2333,"Daphnia3 spp.",141.25,-0.696012315376935,170,"herbivory","spp2"
"1074","HMK019",1979,7.3365725,-1.26355526283267,"temperature",485,"Daphnia3 spp.",141.25,-0.696012315376935,171,"predation","spp1"
"1075","HMK019",1980,7.6910175,-0.887545194608476,"temperature",2334,"Daphnia3 spp.",125.4055,-0.696012315376935,170,"herbivory","spp2"
"1076","HMK019",1980,7.6910175,-0.887545194608476,"temperature",486,"Daphnia3 spp.",125.4055,-0.696012315376935,171,"predation","spp1"
"1080","HMK019",1981,8.156605,-0.393630517749354,"temperature",487,"Daphnia3 spp.",132.068,-0.696012315376935,171,"predation","spp1"
"1081","HMK019",1981,8.156605,-0.393630517749354,"temperature",2335,"Daphnia3 spp.",132.068,-0.696012315376935,170,"herbivory","spp2"
"1085","HMK019",1982,8.53609,0.00894302889415449,"temperature",488,"Daphnia3 spp.",123.4645,-0.696012315376935,171,"predation","spp1"
"1086","HMK019",1982,8.53609,0.00894302889415449,"temperature",2336,"Daphnia3 spp.",123.4645,-0.696012315376935,170,"herbivory","spp2"
"1088","HMK019",1983,8.4918225,-0.0380177850406296,"temperature",2337,"Daphnia3 spp.",149.2905,-0.696012315376935,170,"herbivory","spp2"
"1090","HMK019",1983,8.4918225,-0.0380177850406296,"temperature",489,"Daphnia3 spp.",149.2905,-0.696012315376935,171,"predation","spp1"
"1091","HMK019",1984,6.92225,-1.70308588533212,"temperature",490,"Daphnia3 spp.",121.607,-0.696012315376935,171,"predation","spp1"
"1092","HMK019",1984,6.92225,-1.70308588533212,"temperature",2338,"Daphnia3 spp.",121.607,-0.696012315376935,170,"herbivory","spp2"
"1097","HMK019",1986,7.24836,-1.35713476922499,"temperature",2339,"Daphnia3 spp.",143.5115,-0.696012315376935,170,"herbivory","spp2"
"1098","HMK019",1986,7.24836,-1.35713476922499,"temperature",491,"Daphnia3 spp.",143.5115,-0.696012315376935,171,"predation","spp1"
"1101","HMK019",1987,6.5518175,-2.09605616167248,"temperature",492,"Daphnia3 spp.",129.6225,-0.696012315376935,171,"predation","spp1"
"1102","HMK019",1987,6.5518175,-2.09605616167248,"temperature",2340,"Daphnia3 spp.",129.6225,-0.696012315376935,170,"herbivory","spp2"
"1105","HMK019",1988,8.0685125,-0.487082723126885,"temperature",2341,"Daphnia3 spp.",129.632,-0.696012315376935,170,"herbivory","spp2"
"1107","HMK019",1988,8.0685125,-0.487082723126885,"temperature",493,"Daphnia3 spp.",129.632,-0.696012315376935,171,"predation","spp1"
"1108","HMK019",1989,8.588875,0.0649395627744859,"temperature",2342,"Daphnia3 spp.",155.9275,-0.696012315376935,170,"herbivory","spp2"
"1109","HMK019",1989,8.588875,0.0649395627744859,"temperature",494,"Daphnia3 spp.",155.9275,-0.696012315376935,171,"predation","spp1"
"1113","HMK019",1990,8.91536,0.411288494552832,"temperature",2343,"Daphnia3 spp.",123.2625,-0.696012315376935,170,"herbivory","spp2"
"1115","HMK019",1990,8.91536,0.411288494552832,"temperature",495,"Daphnia3 spp.",123.2625,-0.696012315376935,171,"predation","spp1"
"1116","HMK019",1991,9.5415075,1.0755319291997,"temperature",2344,"Daphnia3 spp.",126.391,-0.696012315376935,170,"herbivory","spp2"
"1118","HMK019",1991,9.5415075,1.0755319291997,"temperature",496,"Daphnia3 spp.",126.391,-0.696012315376935,171,"predation","spp1"
"1122","HMK019",1992,8.3508225,-0.187596477417758,"temperature",497,"Daphnia3 spp.",121.4005,-0.696012315376935,171,"predation","spp1"
"1123","HMK019",1992,8.3508225,-0.187596477417758,"temperature",2345,"Daphnia3 spp.",121.4005,-0.696012315376935,170,"herbivory","spp2"
"1124","HMK019",1993,8.6416775,0.120954661386141,"temperature",2346,"Daphnia3 spp.",123.8035,-0.696012315376935,170,"herbivory","spp2"
"1126","HMK019",1993,8.6416775,0.120954661386141,"temperature",498,"Daphnia3 spp.",123.8035,-0.696012315376935,171,"predation","spp1"
"1128","HMK019",1994,9.06527,0.570319287278047,"temperature",2347,"Daphnia3 spp.",125.1545,-0.696012315376935,170,"herbivory","spp2"
"1129","HMK019",1994,9.06527,0.570319287278047,"temperature",499,"Daphnia3 spp.",125.1545,-0.696012315376935,171,"predation","spp1"
"1132","HMK019",1995,8.341965,-0.196992883571874,"temperature",500,"Daphnia3 spp.",131.477,-0.696012315376935,171,"predation","spp1"
"1133","HMK019",1995,8.341965,-0.196992883571874,"temperature",2348,"Daphnia3 spp.",131.477,-0.696012315376935,170,"herbivory","spp2"
"1137","HMK019",1996,8.7742025,0.261542719593792,"temperature",2349,"Daphnia3 spp.",139.5085,-0.696012315376935,170,"herbivory","spp2"
"1139","HMK019",1996,8.7742025,0.261542719593792,"temperature",501,"Daphnia3 spp.",139.5085,-0.696012315376935,171,"predation","spp1"
"1141","HMK019",1997,6.9929825,-1.6280498934274,"temperature",2350,"Daphnia3 spp.",110.5725,-0.696012315376935,170,"herbivory","spp2"
"1143","HMK019",1997,6.9929825,-1.6280498934274,"temperature",502,"Daphnia3 spp.",110.5725,-0.696012315376935,171,"predation","spp1"
"1144","HMK019",1998,9.082635,0.588740804959812,"temperature",503,"Daphnia3 spp.",136.25,-0.696012315376935,171,"predation","spp1"
"1146","HMK019",1998,9.082635,0.588740804959812,"temperature",2351,"Daphnia3 spp.",136.25,-0.696012315376935,170,"herbivory","spp2"
"1150","HMK019",1999,9.2683325,0.785736473241384,"temperature",2352,"Daphnia3 spp.",133.19,-0.696012315376935,170,"herbivory","spp2"
"1151","HMK019",1999,9.2683325,0.785736473241384,"temperature",504,"Daphnia3 spp.",133.19,-0.696012315376935,171,"predation","spp1"
"1152","HMK019",2000,9.665065,1.20660688865634,"temperature",2353,"Daphnia3 spp.",121.22,-0.696012315376935,170,"herbivory","spp2"
"1154","HMK019",2000,9.665065,1.20660688865634,"temperature",505,"Daphnia3 spp.",121.22,-0.696012315376935,171,"predation","spp1"
"1156","HMK019",2001,9.4439775,0.972068029429899,"temperature",2354,"Daphnia3 spp.",132.4685,-0.696012315376935,170,"herbivory","spp2"
"1159","HMK019",2001,9.4439775,0.972068029429899,"temperature",506,"Daphnia3 spp.",132.4685,-0.696012315376935,171,"predation","spp1"
"1160","HMK019",2002,7.9976175,-0.562291101822464,"temperature",2355,"Daphnia3 spp.",113.75,-0.696012315376935,170,"herbivory","spp2"
"1163","HMK019",2002,7.9976175,-0.562291101822464,"temperature",507,"Daphnia3 spp.",113.75,-0.696012315376935,171,"predation","spp1"
"1165","HMK019",2003,9.735455,1.28127954224802,"temperature",2356,"Daphnia3 spp.",100.91875,-0.696012315376935,170,"herbivory","spp2"
"1167","HMK019",2003,9.735455,1.28127954224802,"temperature",508,"Daphnia3 spp.",100.91875,-0.696012315376935,171,"predation","spp1"
"1170","HMK019",2005,9.64693,1.18736852279635,"temperature",509,"Daphnia3 spp.",107.881,-0.696012315376935,171,"predation","spp1"
"1172","HMK019",2005,9.64693,1.18736852279635,"temperature",2357,"Daphnia3 spp.",107.881,-0.696012315376935,170,"herbivory","spp2"
"1175","HMK019",2006,9.329495,0.850620209216676,"temperature",2358,"Daphnia3 spp.",123.75,-0.696012315376935,170,"herbivory","spp2"
"1177","HMK019",2006,9.329495,0.850620209216676,"temperature",510,"Daphnia3 spp.",123.75,-0.696012315376935,171,"predation","spp1"
"1180","HMK019",2008,10.8643025,2.47880814468199,"temperature",511,"Daphnia3 spp.",119.17,-0.696012315376935,171,"predation","spp1"
"1182","HMK019",2008,10.8643025,2.47880814468199,"temperature",2359,"Daphnia3 spp.",119.17,-0.696012315376935,170,"herbivory","spp2"
"1034","HMK019",1969,9.17997,0.691997840580577,"temperature",2360,"Perca fluviatillis",146.943,-0.513398597613784,171,"predation","spp2"
"1038","HMK019",1970,7.0721775,-1.54403652787558,"temperature",2361,"Perca fluviatillis",142.4035,-0.513398597613784,171,"predation","spp2"
"1042","HMK019",1971,7.5041675,-1.08576348305292,"temperature",2362,"Perca fluviatillis",139.977,-0.513398597613784,171,"predation","spp2"
"1045","HMK019",1972,8.8363475,0.32746873262767,"temperature",2363,"Perca fluviatillis",143.5655,-0.513398597613784,171,"predation","spp2"
"1049","HMK019",1973,8.033365,-0.524368659937703,"temperature",2364,"Perca fluviatillis",142.2105,-0.513398597613784,171,"predation","spp2"
"1053","HMK019",1974,8.1390875,-0.41221381380408,"temperature",2365,"Perca fluviatillis",138.198,-0.513398597613784,171,"predation","spp2"
"1057","HMK019",1975,9.0562675,0.560769059064394,"temperature",2366,"Perca fluviatillis",140.177,-0.513398597613784,171,"predation","spp2"
"1061","HMK019",1976,8.8796125,0.373366052668071,"temperature",2367,"Perca fluviatillis",142.6785,-0.513398597613784,171,"predation","spp2"
"1063","HMK019",1977,8.359595,-0.178290242815783,"temperature",2368,"Perca fluviatillis",148.327,-0.513398597613784,171,"predation","spp2"
"1068","HMK019",1978,7.85678,-0.711697407408732,"temperature",2369,"Perca fluviatillis",145.719,-0.513398597613784,171,"predation","spp2"
"1072","HMK019",1979,7.3365725,-1.26355526283267,"temperature",2370,"Perca fluviatillis",143.0605,-0.513398597613784,171,"predation","spp2"
"1077","HMK019",1980,7.6910175,-0.887545194608476,"temperature",2371,"Perca fluviatillis",132.825,-0.513398597613784,171,"predation","spp2"
"1082","HMK019",1981,8.156605,-0.393630517749354,"temperature",2372,"Perca fluviatillis",141.7125,-0.513398597613784,171,"predation","spp2"
"1083","HMK019",1982,8.53609,0.00894302889415449,"temperature",2373,"Perca fluviatillis",131.427,-0.513398597613784,171,"predation","spp2"
"1089","HMK019",1983,8.4918225,-0.0380177850406296,"temperature",2374,"Perca fluviatillis",137.11,-0.513398597613784,171,"predation","spp2"
"1093","HMK019",1984,6.92225,-1.70308588533212,"temperature",2375,"Perca fluviatillis",130.015,-0.513398597613784,171,"predation","spp2"
"1095","HMK019",1985,7.83898,-0.730580391269108,"temperature",2376,"Perca fluviatillis",137.6395,-0.513398597613784,171,"predation","spp2"
"1100","HMK019",1986,7.24836,-1.35713476922499,"temperature",2377,"Perca fluviatillis",139.4585,-0.513398597613784,171,"predation","spp2"
"1103","HMK019",1987,6.5518175,-2.09605616167248,"temperature",2378,"Perca fluviatillis",129.187,-0.513398597613784,171,"predation","spp2"
"1111","HMK019",1989,8.588875,0.0649395627744859,"temperature",2379,"Perca fluviatillis",133.715,-0.513398597613784,171,"predation","spp2"
"1112","HMK019",1990,8.91536,0.411288494552832,"temperature",2380,"Perca fluviatillis",129.6245,-0.513398597613784,171,"predation","spp2"
"1117","HMK019",1991,9.5415075,1.0755319291997,"temperature",2381,"Perca fluviatillis",134.485,-0.513398597613784,171,"predation","spp2"
"1121","HMK019",1992,8.3508225,-0.187596477417758,"temperature",2382,"Perca fluviatillis",131.457,-0.513398597613784,171,"predation","spp2"
"1127","HMK019",1993,8.6416775,0.120954661386141,"temperature",2383,"Perca fluviatillis",127.515,-0.513398597613784,171,"predation","spp2"
"1131","HMK019",1994,9.06527,0.570319287278047,"temperature",2384,"Perca fluviatillis",129.112,-0.513398597613784,171,"predation","spp2"
"1134","HMK019",1995,8.341965,-0.196992883571874,"temperature",2385,"Perca fluviatillis",128.683,-0.513398597613784,171,"predation","spp2"
"1138","HMK019",1996,8.7742025,0.261542719593792,"temperature",2386,"Perca fluviatillis",140.108,-0.513398597613784,171,"predation","spp2"
"1140","HMK019",1997,6.9929825,-1.6280498934274,"temperature",2387,"Perca fluviatillis",129.181,-0.513398597613784,171,"predation","spp2"
"1147","HMK019",1998,9.082635,0.588740804959812,"temperature",2388,"Perca fluviatillis",128.187,-0.513398597613784,171,"predation","spp2"
"1149","HMK019",1999,9.2683325,0.785736473241384,"temperature",2389,"Perca fluviatillis",125.8805,-0.513398597613784,171,"predation","spp2"
"1153","HMK019",2000,9.665065,1.20660688865634,"temperature",2390,"Perca fluviatillis",126.424,-0.513398597613784,171,"predation","spp2"
"1158","HMK019",2001,9.4439775,0.972068029429899,"temperature",2391,"Perca fluviatillis",135.3075,-0.513398597613784,171,"predation","spp2"
"1161","HMK019",2002,7.9976175,-0.562291101822464,"temperature",2392,"Perca fluviatillis",124.3945,-0.513398597613784,171,"predation","spp2"
"1164","HMK019",2003,9.735455,1.28127954224802,"temperature",2393,"Perca fluviatillis",130.897,-0.513398597613784,171,"predation","spp2"
"1168","HMK019",2004,10.04422,1.60883035750918,"temperature",2394,"Perca fluviatillis",121.54,-0.513398597613784,171,"predation","spp2"
"1171","HMK019",2005,9.64693,1.18736852279635,"temperature",2395,"Perca fluviatillis",126.7665,-0.513398597613784,171,"predation","spp2"
"1176","HMK019",2006,9.329495,0.850620209216676,"temperature",2396,"Perca fluviatillis",130.5205,-0.513398597613784,171,"predation","spp2"
"1178","HMK019",2007,9.056305,0.560808840631515,"temperature",2397,"Perca fluviatillis",120.131,-0.513398597613784,171,"predation","spp2"
"1183","HMK019",2008,10.8643025,2.47880814468199,"temperature",2398,"Perca fluviatillis",126.487,-0.513398597613784,171,"predation","spp2"
"1031","HMK019",1969,9.17997,0.691997840580577,"temperature",435,"Phytoplankton1 spp.",109.8085,-0.512477668855536,170,"herbivory","spp1"
"1037","HMK019",1970,7.0721775,-1.54403652787558,"temperature",436,"Phytoplankton1 spp.",124.352,-0.512477668855536,170,"herbivory","spp1"
"1040","HMK019",1971,7.5041675,-1.08576348305292,"temperature",437,"Phytoplankton1 spp.",100.53485,-0.512477668855536,170,"herbivory","spp1"
"1046","HMK019",1972,8.8363475,0.32746873262767,"temperature",438,"Phytoplankton1 spp.",109.654,-0.512477668855536,170,"herbivory","spp1"
"1050","HMK019",1973,8.033365,-0.524368659937703,"temperature",439,"Phytoplankton1 spp.",76.8018,-0.512477668855536,170,"herbivory","spp1"
"1051","HMK019",1974,8.1390875,-0.41221381380408,"temperature",440,"Phytoplankton1 spp.",86.52195,-0.512477668855536,170,"herbivory","spp1"
"1056","HMK019",1975,9.0562675,0.560769059064394,"temperature",441,"Phytoplankton1 spp.",98.84105,-0.512477668855536,170,"herbivory","spp1"
"1059","HMK019",1976,8.8796125,0.373366052668071,"temperature",442,"Phytoplankton1 spp.",82.2223,-0.512477668855536,170,"herbivory","spp1"
"1064","HMK019",1977,8.359595,-0.178290242815783,"temperature",443,"Phytoplankton1 spp.",94.9844,-0.512477668855536,170,"herbivory","spp1"
"1070","HMK019",1978,7.85678,-0.711697407408732,"temperature",444,"Phytoplankton1 spp.",107.708,-0.512477668855536,170,"herbivory","spp1"
"1071","HMK019",1979,7.3365725,-1.26355526283267,"temperature",445,"Phytoplankton1 spp.",108.8071,-0.512477668855536,170,"herbivory","spp1"
"1078","HMK019",1980,7.6910175,-0.887545194608476,"temperature",446,"Phytoplankton1 spp.",94.99155,-0.512477668855536,170,"herbivory","spp1"
"1079","HMK019",1981,8.156605,-0.393630517749354,"temperature",447,"Phytoplankton1 spp.",98.415,-0.512477668855536,170,"herbivory","spp1"
"1084","HMK019",1982,8.53609,0.00894302889415449,"temperature",448,"Phytoplankton1 spp.",102.1298,-0.512477668855536,170,"herbivory","spp1"
"1087","HMK019",1983,8.4918225,-0.0380177850406296,"temperature",449,"Phytoplankton1 spp.",100.1954,-0.512477668855536,170,"herbivory","spp1"
"1094","HMK019",1984,6.92225,-1.70308588533212,"temperature",450,"Phytoplankton1 spp.",104.29995,-0.512477668855536,170,"herbivory","spp1"
"1096","HMK019",1985,7.83898,-0.730580391269108,"temperature",451,"Phytoplankton1 spp.",101.50345,-0.512477668855536,170,"herbivory","spp1"
"1099","HMK019",1986,7.24836,-1.35713476922499,"temperature",452,"Phytoplankton1 spp.",79.49615,-0.512477668855536,170,"herbivory","spp1"
"1104","HMK019",1987,6.5518175,-2.09605616167248,"temperature",453,"Phytoplankton1 spp.",100.87045,-0.512477668855536,170,"herbivory","spp1"
"1106","HMK019",1988,8.0685125,-0.487082723126885,"temperature",454,"Phytoplankton1 spp.",94.3999,-0.512477668855536,170,"herbivory","spp1"
"1110","HMK019",1989,8.588875,0.0649395627744859,"temperature",455,"Phytoplankton1 spp.",102.39595,-0.512477668855536,170,"herbivory","spp1"
"1114","HMK019",1990,8.91536,0.411288494552832,"temperature",456,"Phytoplankton1 spp.",76.9364,-0.512477668855536,170,"herbivory","spp1"
"1119","HMK019",1991,9.5415075,1.0755319291997,"temperature",457,"Phytoplankton1 spp.",73.9246,-0.512477668855536,170,"herbivory","spp1"
"1120","HMK019",1992,8.3508225,-0.187596477417758,"temperature",458,"Phytoplankton1 spp.",93.1373,-0.512477668855536,170,"herbivory","spp1"
"1125","HMK019",1993,8.6416775,0.120954661386141,"temperature",459,"Phytoplankton1 spp.",67.89555,-0.512477668855536,170,"herbivory","spp1"
"1130","HMK019",1994,9.06527,0.570319287278047,"temperature",460,"Phytoplankton1 spp.",84.0984,-0.512477668855536,170,"herbivory","spp1"
"1135","HMK019",1995,8.341965,-0.196992883571874,"temperature",461,"Phytoplankton1 spp.",100.27695,-0.512477668855536,170,"herbivory","spp1"
"1136","HMK019",1996,8.7742025,0.261542719593792,"temperature",462,"Phytoplankton1 spp.",101.441,-0.512477668855536,170,"herbivory","spp1"
"1142","HMK019",1997,6.9929825,-1.6280498934274,"temperature",463,"Phytoplankton1 spp.",73.538,-0.512477668855536,170,"herbivory","spp1"
"1145","HMK019",1998,9.082635,0.588740804959812,"temperature",464,"Phytoplankton1 spp.",89.07065,-0.512477668855536,170,"herbivory","spp1"
"1148","HMK019",1999,9.2683325,0.785736473241384,"temperature",465,"Phytoplankton1 spp.",92.10455,-0.512477668855536,170,"herbivory","spp1"
"1155","HMK019",2000,9.665065,1.20660688865634,"temperature",466,"Phytoplankton1 spp.",84.13685,-0.512477668855536,170,"herbivory","spp1"
"1157","HMK019",2001,9.4439775,0.972068029429899,"temperature",467,"Phytoplankton1 spp.",96.441,-0.512477668855536,170,"herbivory","spp1"
"1162","HMK019",2002,7.9976175,-0.562291101822464,"temperature",468,"Phytoplankton1 spp.",86.2943,-0.512477668855536,170,"herbivory","spp1"
"1166","HMK019",2003,9.735455,1.28127954224802,"temperature",469,"Phytoplankton1 spp.",85.219,-0.512477668855536,170,"herbivory","spp1"
"1169","HMK019",2004,10.04422,1.60883035750918,"temperature",470,"Phytoplankton1 spp.",86.1,-0.512477668855536,170,"herbivory","spp1"
"1173","HMK019",2005,9.64693,1.18736852279635,"temperature",471,"Phytoplankton1 spp.",83.508,-0.512477668855536,170,"herbivory","spp1"
"1174","HMK019",2006,9.329495,0.850620209216676,"temperature",472,"Phytoplankton1 spp.",83.95085,-0.512477668855536,170,"herbivory","spp1"
"1179","HMK019",2007,9.056305,0.560808840631515,"temperature",473,"Phytoplankton1 spp.",89.35265,-0.512477668855536,170,"herbivory","spp1"
"1181","HMK019",2008,10.8643025,2.47880814468199,"temperature",474,"Phytoplankton1 spp.",83.10485,-0.512477668855536,170,"herbivory","spp1"
"139","HMK023",1999,4.926666667,0.0543110845483733,"temperature",517,"Bombus spp.",115.5,0.364835164835172,175,"pollination","spp1"
"143","HMK023",2000,5.186666667,0.364424374822511,"temperature",518,"Bombus spp.",121,0.364835164835172,175,"pollination","spp1"
"148","HMK023",2001,5.353333333,0.5632149447159,"temperature",519,"Bombus spp.",116,0.364835164835172,175,"pollination","spp1"
"149","HMK023",2002,6.546666667,1.98655543164108,"temperature",520,"Bombus spp.",111,0.364835164835172,175,"pollination","spp1"
"153","HMK023",2003,5.166666667,0.340569506339886,"temperature",521,"Bombus spp.",115,0.364835164835172,175,"pollination","spp1"
"158","HMK023",2004,4.87,-0.0132777098833149,"temperature",522,"Bombus spp.",116,0.364835164835172,175,"pollination","spp1"
"161","HMK023",2005,4.563333333,-0.379052360347829,"temperature",523,"Bombus spp.",121,0.364835164835172,175,"pollination","spp1"
"167","HMK023",2006,4.18,-0.836270672533914,"temperature",524,"Bombus spp.",120.5,0.364835164835172,175,"pollination","spp1"
"170","HMK023",2007,4.836666667,-0.0530358236234436,"temperature",525,"Bombus spp.",115,0.364835164835172,175,"pollination","spp1"
"173","HMK023",2008,5.94,1.26295775393718,"temperature",526,"Bombus spp.",114,0.364835164835172,175,"pollination","spp1"
"179","HMK023",2009,5.766666667,1.05621556081867,"temperature",527,"Bombus spp.",116.5,0.364835164835172,175,"pollination","spp1"
"181","HMK023",2010,4.056666667,-0.983375694445859,"temperature",528,"Bombus spp.",116,0.364835164835172,175,"pollination","spp1"
"186","HMK023",2011,4.95,0.0821417640471893,"temperature",529,"Bombus spp.",124.5,0.364835164835172,175,"pollination","spp1"
"191","HMK023",2012,4.48,-0.478447645294522,"temperature",530,"Bombus spp.",123,0.364835164835172,175,"pollination","spp1"
"140","HMK023",1999,4.926666667,0.0543110845483733,"temperature",2404,"Corydalis ambigua",113,0.721978021978037,175,"pollination","spp2"
"144","HMK023",2000,5.186666667,0.364424374822511,"temperature",2405,"Corydalis ambigua",121,0.721978021978037,175,"pollination","spp2"
"147","HMK023",2001,5.353333333,0.5632149447159,"temperature",2406,"Corydalis ambigua",116,0.721978021978037,175,"pollination","spp2"
"150","HMK023",2002,6.546666667,1.98655543164108,"temperature",2407,"Corydalis ambigua",104,0.721978021978037,175,"pollination","spp2"
"154","HMK023",2003,5.166666667,0.340569506339886,"temperature",2408,"Corydalis ambigua",111,0.721978021978037,175,"pollination","spp2"
"157","HMK023",2004,4.87,-0.0132777098833149,"temperature",2409,"Corydalis ambigua",111,0.721978021978037,175,"pollination","spp2"
"162","HMK023",2005,4.563333333,-0.379052360347829,"temperature",2410,"Corydalis ambigua",118,0.721978021978037,175,"pollination","spp2"
"168","HMK023",2006,4.18,-0.836270672533914,"temperature",2411,"Corydalis ambigua",117,0.721978021978037,175,"pollination","spp2"
"169","HMK023",2007,4.836666667,-0.0530358236234436,"temperature",2412,"Corydalis ambigua",115,0.721978021978037,175,"pollination","spp2"
"174","HMK023",2008,5.94,1.26295775393718,"temperature",2413,"Corydalis ambigua",109,0.721978021978037,175,"pollination","spp2"
"180","HMK023",2009,5.766666667,1.05621556081867,"temperature",2414,"Corydalis ambigua",117,0.721978021978037,175,"pollination","spp2"
"182","HMK023",2010,4.056666667,-0.983375694445859,"temperature",2415,"Corydalis ambigua",125,0.721978021978037,175,"pollination","spp2"
"185","HMK023",2011,4.95,0.0821417640471893,"temperature",2416,"Corydalis ambigua",124.5,0.721978021978037,175,"pollination","spp2"
"192","HMK023",2012,4.48,-0.478447645294522,"temperature",2417,"Corydalis ambigua",122,0.721978021978037,175,"pollination","spp2"
"194","HMK028",1961,782.853,2.01257063659624,"temperature",659,"Operophtera brumata",140.5084,-0.356399997454411,180,"predation","spp1"
"196","HMK028",1962,522.991,-1.61552837848345,"temperature",660,"Operophtera brumata",165.6977,-0.356399997454411,180,"predation","spp1"
"197","HMK028",1963,622.379,-0.227909161704002,"temperature",661,"Operophtera brumata",159.5276,-0.356399997454411,180,"predation","spp1"
"200","HMK028",1964,519.012,-1.67108173365274,"temperature",662,"Operophtera brumata",201.3834,-0.356399997454411,180,"predation","spp1"
"202","HMK028",1965,644.975,0.0875679967290924,"temperature",663,"Operophtera brumata",149.6574,-0.356399997454411,180,"predation","spp1"
"203","HMK028",1966,579.995,-0.819659200782966,"temperature",664,"Operophtera brumata",155.5865,-0.356399997454411,180,"predation","spp1"
"205","HMK028",1967,630.172,-0.119106121534542,"temperature",665,"Operophtera brumata",157.5645,-0.356399997454411,180,"predation","spp1"
"208","HMK028",1968,646.883,0.114206800866566,"temperature",666,"Operophtera brumata",159.4319,-0.356399997454411,180,"predation","spp1"
"209","HMK028",1969,549.421,-1.24652230230241,"temperature",667,"Operophtera brumata",159.4228,-0.356399997454411,180,"predation","spp1"
"212","HMK028",1970,519.872,-1.65907472549853,"temperature",668,"Operophtera brumata",156.5864,-0.356399997454411,180,"predation","spp1"
"214","HMK028",1971,573.989,-0.903512794938974,"temperature",669,"Operophtera brumata",156.5891,-0.356399997454411,180,"predation","spp1"
"219","HMK028",1975,545.361,-1.30320655010018,"temperature",670,"Operophtera brumata",159.5639,-0.356399997454411,180,"predation","spp1"
"228","HMK028",1983,599.332,-0.549683018599361,"temperature",671,"Operophtera brumata",162.9218,-0.356399997454411,180,"predation","spp1"
"230","HMK028",1984,606.181,-0.454059764124751,"temperature",672,"Operophtera brumata",162.5678,-0.356399997454411,180,"predation","spp1"
"232","HMK028",1985,520.53,-1.64988796809682,"temperature",673,"Operophtera brumata",157.7434,-0.356399997454411,180,"predation","spp1"
"234","HMK028",1986,611.06,-0.385940935305711,"temperature",674,"Operophtera brumata",165.6478,-0.356399997454411,180,"predation","spp1"
"236","HMK028",1987,632.693,-0.0839088336778502,"temperature",675,"Operophtera brumata",152.688,-0.356399997454411,180,"predation","spp1"
"237","HMK028",1988,643.5,0.0669745815808883,"temperature",676,"Operophtera brumata",153.6916,-0.356399997454411,180,"predation","spp1"
"244","HMK028",1993,639.463,0.010611451443058,"temperature",677,"Operophtera brumata",150.3609,-0.356399997454411,180,"predation","spp1"
"245","HMK028",1994,693.573,0.766075650540895,"temperature",678,"Operophtera brumata",152.339,-0.356399997454411,180,"predation","spp1"
"247","HMK028",1995,592.176,-0.649592495752273,"temperature",679,"Operophtera brumata",145.3051,-0.356399997454411,180,"predation","spp1"
"249","HMK028",1996,769.32,1.82362779781615,"temperature",680,"Operophtera brumata",163.3453,-0.356399997454411,180,"predation","spp1"
"252","HMK028",1997,654.144,0.215582249945283,"temperature",681,"Operophtera brumata",142.348,-0.356399997454411,180,"predation","spp1"
"253","HMK028",1998,705.305,0.9298735803841,"temperature",682,"Operophtera brumata",147.2886,-0.356399997454411,180,"predation","spp1"
"256","HMK028",1999,652.133,0.187505397156783,"temperature",683,"Operophtera brumata",145.1934,-0.356399997454411,180,"predation","spp1"
"258","HMK028",2000,591.09,-0.664754833956307,"temperature",684,"Operophtera brumata",146.3201,-0.356399997454411,180,"predation","spp1"
"259","HMK028",2001,768.234,1.80846545961211,"temperature",685,"Operophtera brumata",153.3475,-0.356399997454411,180,"predation","spp1"
"261","HMK028",2002,779.039,1.95932095159607,"temperature",686,"Operophtera brumata",143.2277,-0.356399997454411,180,"predation","spp1"
"264","HMK028",2003,708.156,0.969678208579035,"temperature",687,"Operophtera brumata",142.2436,-0.356399997454411,180,"predation","spp1"
"266","HMK028",2004,697.306,0.818194442912588,"temperature",688,"Operophtera brumata",147.3204,-0.356399997454411,180,"predation","spp1"
"268","HMK028",2005,629.373,-0.130261469808044,"temperature",689,"Operophtera brumata",147.3108,-0.356399997454411,180,"predation","spp1"
"269","HMK028",2006,816.36,2.48038322057649,"temperature",690,"Operophtera brumata",150.277,-0.356399997454411,180,"predation","spp1"
"193","HMK028",1961,782.853,2.01257063659624,"temperature",2543,"Parus2 major",112.7814,-0.264192645698434,180,"predation","spp2"
"195","HMK028",1962,522.991,-1.61552837848345,"temperature",2544,"Parus2 major",123.9555,-0.264192645698434,180,"predation","spp2"
"198","HMK028",1963,622.379,-0.227909161704002,"temperature",2545,"Parus2 major",119.9474,-0.264192645698434,180,"predation","spp2"
"199","HMK028",1964,519.012,-1.67108173365274,"temperature",2546,"Parus2 major",125.8057,-0.264192645698434,180,"predation","spp2"
"201","HMK028",1965,644.975,0.0875679967290924,"temperature",2547,"Parus2 major",121.0405,-0.264192645698434,180,"predation","spp2"
"204","HMK028",1966,579.995,-0.819659200782966,"temperature",2548,"Parus2 major",125.8988,-0.264192645698434,180,"predation","spp2"
"206","HMK028",1967,630.172,-0.119106121534542,"temperature",2549,"Parus2 major",120.3117,-0.264192645698434,180,"predation","spp2"
"207","HMK028",1968,646.883,0.114206800866566,"temperature",2550,"Parus2 major",122.6478,-0.264192645698434,180,"predation","spp2"
